cause_of_death,category,confidence
benign neoplasm parotid gland,none,0.999999448776502
benign neoplasm penis,none,1.0
benign neoplasm pituitary gland,none,0.9999998063873693
benign neoplasm spinal cord,none,0.9999998063873693
benign paroxysmal vertigo,none,0.999997064707474
bilateral inguinal hernia with gangrene,none,0.999998346330432
biliary cirrhosis unspecified,none,0.9999913877594176
biliary cyst,none,0.9999995679801056
bipolar affective disorder unspecified,none,0.9999998063873693
birth asphyxia unspecified,none,0.9999991359604119
birth injury unspecified,none,0.999999612774776
bronchopulmonary dysplasia originating in the perinatal period,pulmonary disease,0.07585528125966923
brucellosis unspecified,none,0.9999992103693378
bullous pemphigoid,none,0.9999978991308366
bursopathy unspecified,none,0.9999991807550347
bus occupant [any] injured in other specified transport accidents,none,0.9999577291331311
bus occupant injured in collision with fixed or stationary object driver injured in traffic accident,none,0.9999846835663688
bus occupant injured in collision with fixed or stationary object passenger injured in traffic accident,none,0.9999923869211679
bus occupant injured in noncollision transport accident person injured while boarding or alighting,none,0.9999904052706946
bus occupant injured in noncollision transport accident person on outside of vehicle injured in nontraffic accident,none,0.9999917916539207
bus occupant injured in noncollision transport accident unspecified bus occupant injured in nontraffic accident,none,0.9999862779851875
byssinosis,pulmonary disease,0.8517961053107396
calcium-channel blockers,none,0.995323648233208
calculus of bile duct without cholangitis or cholecystitis,none,0.9999979742861794
candidal meningitis,none,0.9999988231443911
candidal stomatitis,none,0.9999973927031673
candidiasis of vulva and vagina,none,0.9999968118668736
candidiasis unspecified,none,0.99999901675686
car occupant [any] injured in other specified transport accidents,none,0.9999952326111508
car occupant injured in collision with car pick-up truck or van driver injured in nontraffic accident,none,0.9999890796099598
car occupant injured in collision with car pick-up truck or van person on outside of vehicle injured in nontraffic accident,none,0.999983894694001
car occupant injured in collision with car pick-up truck or van unspecified car occupant injured in nontraffic accident,none,0.9999813018725421
car occupant injured in collision with car pick-up truck or van unspecified car occupant injured in traffic accident,none,0.9999873211898775
car occupant injured in collision with heavy transport vehicle or bus person injured while boarding or alighting,none,0.999988394009994
car occupant injured in collision with heavy transport vehicle or bus unspecified car occupant injured in traffic accident,none,0.9999884835981796
car occupant injured in collision with pedestrian or animal person injured while boarding or alighting,none,0.9999932661351556
car occupant injured in collision with railway train or railway vehicle driver injured in nontraffic accident,none,0.9999931173182934
car occupant injured in collision with railway train or railway vehicle passenger injured in traffic accident,none,0.9999911652802671
car occupant injured in noncollision transport accident passenger injured in nontraffic accident,none,0.9999874996201319
car occupant injured in noncollision transport accident passenger injured in traffic accident,none,0.9999843555745173
car occupant injured in noncollision transport accident person on outside of vehicle injured in traffic accident,none,0.9999867403594763
carbonic-anhydrase inhibitors,none,0.9999960518528106
carcinoma in situ bronchus and lung,lung cancer,0.9838274520201385
carcinoma in situ colon,colorectal cancer,0.9953201429005397
carcinoma in situ other and unspecified parts of intestine,colorectal cancer,0.5620654183922532
carcinoma in situ other and unspecified urinary organs,bladder cancer,0.2219623049642571
carcinoma in situ prostate,prostate cancer,0.9958776064048781
carcinoma in situ skin of scalp and neck,none,0.9999331745197808
carcinoma in situ stomach,stomach cancer,0.999718451215612
cardiac arrhythmia unspecified,ischaemic heart disease,0.18232282708717026
cardiac catheterization,none,0.9978105990561528
cardiomyopathy in the puerperium,ischaemic heart disease,0.008577254490685367
cardiovascular disease unspecified,ischaemic heart disease,0.997490451896648
cataract unspecified,none,0.9999972438855915
catatonic schizophrenia,none,0.9999990615514773
cefalosporins and other beta-lactam antibiotics,none,0.9999914780939634
cellulitis of external ear,none,0.9999971246822509
cellulitis of other sites,none,0.999996886275655
cellulitis of trunk,none,0.9999985551231199
cellulitis unspecified,none,0.9999992999586204
centrilobular emphysema,pulmonary disease,0.9999416966723531
cerebral aneurysm nonruptured,cerebrovascular disease,0.5619991294273917
cerebral arteritis not elsewhere classified,cerebrovascular disease,0.904619455389244
cerebral infarction due to embolism of precerebral arteries,cerebrovascular disease,0.9999261867898727
cervical disc disorder unspecified,none,0.9999969462504923
cervical root disorders not elsewhere classified,none,0.9999902412739875
cervicofacial actinomycosis,none,0.9999962758253814
chagas disease chronic with digestive system involvement,none,0.999987499620004
chronic gastritis unspecified,stomach cancer,0.009700385147653959
chronic hepatic failure,none,0.9998867188904714
chronic inflammatory disease of uterus,none,0.999995113408121
chronic kidney disease stage 1,kidney cancer,0.4928216775697909
chronic kidney disease stage 2,kidney cancer,0.9996921261978761
chronic kidney disease unspecified,kidney cancer,0.9986537329298795
chronic lymphocytic leukaemia of b-cell type,acute myeloid leukemia,0.2449963262378113
chronic meningitis,none,0.9999492212734713
chronic myelomonocytic leukaemia,acute myeloid leukemia,0.9947572447314146
chronic obstructive pulmonary disease with acute exacerbation unspecified,pulmonary disease,0.9999778298571146
chronic obstructive pyelonephritis,kidney cancer,0.05992948887051859
chronic respiratory failure,pulmonary disease,0.9997715021646103
chronic ulcer of skin not elsewhere classified,none,0.9999315057784849
chylous effusion,pulmonary disease,0.04208576648184454
coagulation defect unspecified,none,0.9994499165807338
coeliac disease,none,0.999058891472614
complete uterovaginal prolapse,none,0.999996141441867
complication of labour and delivery unspecified,none,0.9999847283598469
compression of vein,none,0.999997124682194
congenital absence atresia and stenosis of anus without fistula,none,0.9999742530865382
congenital absence atresia and stenosis of small intestine part unspecified,none,0.9999916269105674
congenital adrenogenital disorders associated with enzyme deficiency,none,0.999987484440372
congenital bronchomalacia,none,0.9984895476439405
congenital diaphragmatic hernia,none,0.9999929229606324
congenital herpesviral [herpes simplex] infection,none,0.9999843107799902
congenital malformation of lung unspecified,none,0.9989518146290453
congenital malformation of respiratory system unspecified,none,0.999972271470778
congenital malformation of skull and face bones unspecified,none,0.9999918205216429
congenital malformation of stomach unspecified,none,0.9999918205217992
congenital malformation of tricuspid valve unspecified,none,0.9999668330632158
congenital malformation syndromes predominantly involving limbs,none,0.9999843403946772
congenital mitral insufficiency,none,0.9999976311098414
congenital pneumonia due to other organisms,none,0.9998827856196085
congenital pneumonia due to pseudomonas,none,0.9999945918013694
congenital pulmonary valve insufficiency,none,0.9999977503132139
congenital renal failure,none,0.999998346330432
congenital subglottic stenosis,none,0.9999984655339182
congenital syphilis unspecified,none,0.999999612774776
congestive heart failure,ischaemic heart disease,0.132947342698475
constitutional aplastic anaemia,acute myeloid leukemia,0.012431249259701809
cor triatriatum,none,0.9999907029037618
corpus luteum cyst,none,0.9999994191622202
cranial nerve disorder unspecified,none,0.9999987335551229
crohn disease of large intestine,none,0.9984889893552152
crohn disease unspecified,none,0.9999989423479343
cutaneous abscess furuncle and carbuncle of limb,none,0.9999959478299549
cystic disease of liver,none,0.9999982719215562
cystic fibrosis with pulmonary manifestations,pulmonary disease,0.3774796781729862
cystitis unspecified,none,0.9993481506321024
decubitus ulcer and pressure area unspecified from 2014 onwards,none,0.9999713778418392
deletion from autosomes unspecified,none,0.9999879756825315
deletion of short arm of chromosome 4,none,0.9999970502734233
deletion of short arm of chromosome 5,none,0.9999986295320026
delirium superimposed on dementia,none,0.9999887060763925
delirium unspecified,none,0.9999992551639781
delusional disorder,none,0.9999960366726083
dermatitis unspecified,none,1.0
developmental disorder of speech and language unspecified,none,0.9999983615107689
diabetes mellitus in pregnancy pre-existing diabetes mellitus insulin-dependent,none,0.9999522164004455
discitis unspecified,none,0.9999989423479343
disease of pulmonary vessels unspecified,pulmonary disease,0.9703505410834775
diseases of mediastinum not elsewhere classified,pulmonary disease,0.06008088127188043
diseases of the circulatory system complicating pregnancy childbirth and the puerperium,ischaemic heart disease,0.22257551985296323
disorder of bone unspecified,none,0.999993071777764
disorder of brain unspecified,cerebrovascular disease,0.015906001041730695
disorder of glycoprotein metabolism unspecified,none,0.9999716154965325
disorder of kidney and ureter unspecified,kidney cancer,0.8173369254660525
disorder of mineral metabolism unspecified,none,0.9999306858441265
disorder of skin and subcutaneous tissue unspecified,none,0.9999757875154952
disorder of teeth and supporting structures unspecified,oral cavity cancer,0.10668924577509815
disorder of thyroid unspecified,none,0.9998801930619741
disorder of trigeminal nerve unspecified,none,0.9959378720721516
disorders of calcium metabolism,none,0.9999160697108764
disorders of fatty-acid metabolism,none,0.9999374056036342
disorders of hypoglossal nerve,none,0.9999220742015317
disorders of pyruvate metabolism and gluconeogenesis,none,0.9999825971628697
disorders of vagus nerve,none,0.99952731538543
diverticular disease of intestine part unspecified without perforation or abscess,colorectal cancer,0.14804003697911947
diverticular disease of small intestine with perforation and abscess,colorectal cancer,0.7978235263565271
double heterozygous sickling disorders,none,0.9981904563226506
double inlet ventricle,none,0.9986735979537134
driver of all-terrain or other off-road motor vehicle injured in traffic accident,none,0.9999871275800142
driver of special agricultural vehicle injured in nontraffic accident,none,0.9999903604764792
driver of special industrial vehicle injured in traffic accident,none,0.999994026147073
drug-induced dystonia,none,0.9984642512754783
drug-induced interstitial lung disorders unspecified,pulmonary disease,0.9847649094243595
drug-induced polyneuropathy,none,0.9997313696190611
duodenal ulcer acute with perforation,stomach cancer,0.07263530247454077
duodenal ulcer chronic or unspecified with haemorrhage,stomach cancer,0.998664763180178
duodenal ulcer chronic or unspecified with perforation,stomach cancer,0.9998626579430404
duplications with other complex rearrangements,none,0.9999504132507696
during endoscopic examination,none,0.9999765027200223
during kidney dialysis or other perfusion,kidney cancer,0.437306095177418
dysarthria and anarthria,cerebrovascular disease,0.24489611555427487
dyskinesia of oesophagus,esophageal cancer,0.9875845811940205
dysphasia and aphasia,cerebrovascular disease,0.9922288172359889
dystonia unspecified,none,0.999854053470184
echinococcosis other and unspecified,none,0.9999316249785791
echinococcus multilocularis infection unspecified,none,0.9999942493727124
eclampsia unspecified as to time period,none,0.9997731258486874
ectodermal dysplasia anhidrotic,none,0.9999152801474118
ectopic kidney,kidney cancer,0.10667292459109663
edwards syndrome unspecified,none,0.9999940254006239
ehlers-danlos syndrome,none,0.9999922373581593
embolism and thrombosis of iliac artery,ischaemic heart disease,0.4165567198334304
encephalopathy unspecified,cerebrovascular disease,0.467787341799807
end-stage renal disease - from 2008 classification,kidney cancer,0.9521091191669674
endocardial fibroelastosis,ischaemic heart disease,0.1992877412882903
endometriosis unspecified,none,0.9994578655911519
endomyocardial eosinophilic disease,ischaemic heart disease,0.8741635277062523
enterocolitis due to clostridium difficile,none,0.9963252882619225
enteropathy-type intestinal t-cell lymphoma,colorectal cancer,0.16402717523257437
enteroptosis,colorectal cancer,0.0292665793363351
enterovirus infection unspecified site,none,0.9999707514814697
eosinophilia,acute myeloid leukemia,0.02269659148265589
epidermolysis bullosa dystrophica,none,0.9999491020772194
epidermolysis bullosa unspecified,none,0.999988244447881
epilepsy unspecified,cerebrovascular disease,0.1480377162603245
erythema annulare centrifugum,none,0.9999957094236253
essential thrombocytosis - from 2008 classification,none,0.9999689490472594
extranodal marginal zone b-cell lymphoma of mucosa-associated lymphoid tissue [malt-lyphoma],none,0.9907004634220372
extrapyramidal and movement disorder unspecified,none,0.9999502044704071
extreme obesity with alveolar hypoventilation,pulmonary disease,0.07585436908825126
extremely low birth weight,none,0.9999987487355083
failure to introduce or to remove other tube or instrument,none,0.9999942789870117
fatigue fracture of vertebra,none,0.999999493571153
febrile convulsions,none,1.0
feeding disorder of infancy and childhood,none,0.9999986295320168
female genital tract fistula unspecified,none,1.0
fetal alcohol syndrome dysmorphic,none,1.0
fetus and newborn affected by breech delivery and extraction,none,0.9999990167568458
fetus and newborn affected by multiple pregnancy,none,0.999999493571153
fetus and newborn affected by placenta praevia,none,0.9999984655338898
fibroblastic disorder unspecified,none,1.0
first degree perineal laceration during delivery,none,0.9999985847373761
fistula of bile duct,none,0.999999493571153
fistula of gallbladder,none,0.9999990615514915
fistula of joint,none,0.999999612774776
flaccid tetraplegia,none,0.99999901675686
folate deficiency anaemia unspecified,none,0.9999991807550489
follicular lymphoma grade iiib,none,0.9998721251543978
follicular lymphoma unspecified,none,0.9999917901611254
fragile x chromosome,none,1.0
gangrene and necrosis of lung,pulmonary disease,0.29353083827746024
gas gangrene,none,0.9999986591462894
gastric ulcer acute without haemorrhage or perforation,stomach cancer,0.020329400050436874
giardiasis [lambliasis],none,0.9999938317891925
glossitis,oral cavity cancer,0.029311198544761313
glossodynia,oral cavity cancer,0.6791509769722881
glycogen storage disease,none,0.9999996871837232
gout due to impairment of renal function,none,0.9980664187064063
grand mal seizures unspecified with or without petit mal,none,0.9999936829721325
guillain-barre syndrome,none,0.9999976759044678
haemangioma any site,none,0.999996603074564
haematemesis,stomach cancer,0.26831030633081887
haematometra,none,0.9999809427760389
haemorrhage of anus and rectum,colorectal cancer,0.34840568979251363
haemorrhoids unspecified from 2014 onwards - previously in i84,colorectal cancer,0.14802136254832485
haemothorax,pulmonary disease,0.29218438431278854
hallervorden-spatz disease,none,0.9999976014956276
hallux valgus acquired,none,0.9999998063873693
hepatic failure unspecified,none,0.9969644408778089
hereditary ataxia unspecified,none,1.0
hereditary lymphoedema,none,0.99999901675686
hereditary nephropathy not elsewhere classified diffuse crescentic glomerulonephritis,kidney cancer,0.008577258463396764
hereditary spastic paraplegia,none,0.9999988679390284
hereditary spherocytosis,none,0.9980622208156672
hidradenitis suppurativa,none,0.999674421861211
hirschsprung disease,none,0.9998877020228115
histiocytic and mast cell tumours of uncertain and unknown behaviour,none,0.997202577812369
histoplasmosis unspecified,pulmonary disease,0.10666172996503044
hiv disease resulting in haematological and immunological abnormalities not elsewhere classified,acute myeloid leukemia,0.00857622658003098
hiv disease resulting in kaposi sarcoma,none,0.9923829027345342
hiv disease resulting in multiple infections,none,0.9923404965899739
hiv disease resulting in other malignant neoplasms of lymphoid haematopoietic and related tissue,acute myeloid leukemia,0.79739938624805
hiv disease resulting in other types of non-hodgkin lymphoma,acute myeloid leukemia,0.03307081402349973
hiv disease resulting in other viral infections,none,0.9993723007367724
hourglass stricture and stenosis of stomach,stomach cancer,0.8906458843845925
hydrocele unspecified,none,0.9997261109061525
hyperglycaemia unspecified,none,0.9990919853577963
hyperimmunoglobulin e [ige] syndrome,none,0.9991649058111775
hyperkalaemia,none,0.9977240017702894
hyperostosis of skull,none,0.9999779035171937
hypersensitivity angiitis,pulmonary disease,0.02030628920620602
hypertensive heart and renal disease unspecified,ischaemic heart disease,0.9205995374128237
hypertensive heart and renal disease with both congestive heart failure and renal failure,ischaemic heart disease,0.9994664038515728
hypertensive heart and renal disease with congestive heart failure,ischaemic heart disease,0.9997992041060586
hypertensive heart disease with congestive heart failure,ischaemic heart disease,0.9997960491430927
hyperuricaemia without signs of inflammatory arthritis and tophaceous disease,none,0.9994005435687862
hypomania,none,0.9999947854130473
hypoparathyroidism unspecified,none,0.999991447733641
hypospadias unspecified,none,0.9997987714193056
hypostatic pneumonia unspecified,pulmonary disease,0.9974757372324422
hypotension due to drugs,none,0.9984824324140033
hypotension unspecified,ischaemic heart disease,0.006689961181788335
hypothalamic dysfunction not elsewhere classified,none,0.9999588019200081
idiopathic acute pancreatitis,pancreatic cancer,0.9391137493010392
idiopathic hypotension,ischaemic heart disease,0.8806517410514872
idiopathic orofacial dystonia,oral cavity cancer,0.09529132347752428
idiopathic thrombocytopenic purpura,acute myeloid leukemia,0.2017556507101518
immobility syndrome paraplegic,none,0.9938757586152792
immunosuppressive agents,acute myeloid leukemia,0.06729443204539308
incontinentia pigmenti,none,0.9999623627118726
infarction of spleen,ischaemic heart disease,0.052835256860450625
infective dermatitis,none,0.994575697534062
infective pericarditis,ischaemic heart disease,0.6093120215284524
inflammatory disease of prostate unspecified,prostate cancer,0.988949360019379
inflammatory myopathy not elsewhere classified,pulmonary disease,0.04739164743639672
inflammatory polyarthropathy,pulmonary disease,0.06003862956584623
influenza with other manifestations virus not identified,pulmonary disease,0.851754944285737
influenza with pneumonia other influenza virus identified,pulmonary disease,0.9998501506851281
ingrowing nail,none,0.999982462781563
insulin-dependent diabetes mellitus with coma,ischaemic heart disease,0.05312901471256185
interstitial cystitis chronic,bladder cancer,0.576347831449235
interstitial emphysema originating in the perinatal period,pulmonary disease,0.8517177827275115
interstitial pulmonary disease unspecified,pulmonary disease,0.9999122562667255
intervertebral disc disorder unspecified,none,0.9999730314669096
intestinal obstruction due to inspissated milk,colorectal cancer,0.009707776208498047
intracardiac thrombosis not elsewhere classified,ischaemic heart disease,0.04207847237234658
intracerebral haemorrhage in hemisphere subcortical,cerebrovascular disease,0.9463465960881212
intracerebral haemorrhage multiple localized,cerebrovascular disease,0.9997919970553667
intracranial abscess and granuloma,none,0.9999939061976385
intracranial nontraumatic haemorrhage of fetus and newborn unspecified,none,0.9959229078439822
intraductal carcinoma in situ,none,0.9978088928021188
intraspinal abscess and granuloma,none,0.999995739037911
intraventricular nontraumatic haemorrhage grade 3 of fetus and newborn,none,0.9999844155489157
iron deficiency anaemia secondary to blood loss chronic,none,0.9999956942434282
irradiation cystitis,none,0.998963573076029
irritable bowel syndrome without diarrhoea,none,0.9999988975533081
ischiorectal abscess,none,0.9999875884621341
joint disorder unspecified,none,0.9999996871837232
juvenile arthritis with systemic onset,none,0.9999982719215562
juvenile dermatomyositis,none,0.9999991807550489
karyotype 47xxx,none,0.9999707810949878
keratitis unspecified,none,0.9999998063873693
kernicterus unspecified,none,0.9999998063873693
left bundle-branch block unspecified,ischaemic heart disease,0.46778564079892654
left sided colitis,none,0.9977796554251536
left ventricular failure,ischaemic heart disease,0.9979048422181457
legal execution,none,0.9999992551639781
leukaemia unspecified,acute myeloid leukemia,0.2688699564916579
leukoplakia and other disturbances of oral epithelium including tongue,oral cavity cancer,0.9963690726249944
lichen planus unspecified,none,0.9998587017431946
lipid storage disorder unspecified,none,0.9999899573280765
lipoprotein deficiency,none,0.9999139538395381
liver disease unspecified,none,0.99999484464138
local antifungal anti-infective and anti-inflammatory drugs not elsewhere classified,none,0.9999772186718243
local infection of skin and subcutaneous tissue unspecified,none,0.9999941597839677
localization-related focalpartial symptomatic epilepsy and epileptic syndromes with simple partial seizures,none,0.9999298825807071
localized swelling mass and lump neck,none,0.9999755043195552
locked-in syndrome from 2016,none,0.9947603388919701
lumbar and other intervertebral disc disorders with myelopathy,none,0.9999932957494684
lymphoid leukaemia unspecified,acute myeloid leukemia,0.7055779681223384
macleod syndrome,pulmonary disease,0.776942911543623
macrocephaly,none,0.9999925797859852
major histocompatibility complex class ii deficiency,none,0.9999990615514773
malignant mast cell tumour,none,0.9998970733040333
malignant neoplasm acoustic nerve,none,0.9999925501717079
malignant neoplasm anterior floor of mouth,oral cavity cancer,0.9999474629240601
malignant neoplasm anterior mediastinum,none,0.9988156022136737
malignant neoplasm anterior two-thirds of tongue part unspecified,oral cavity cancer,0.9996163789678452
malignant neoplasm anterior wall of bladder,bladder cancer,0.9998866589198293
malignant neoplasm ascending colon,colorectal cancer,0.9999741483186917
malignant neoplasm bladder neck,bladder cancer,0.9999764131323415
malignant neoplasm bones of skull and face,none,0.9999923565606615
malignant neoplasm border of tongue,oral cavity cancer,0.9999298066854589
malignant neoplasm broad ligament,none,0.9999824179870639
malignant neoplasm cerebellum,none,0.9999956046544971
malignant neoplasm cervical part of oesophagus,esophageal cancer,0.9998822192852456
malignant neoplasm clitoris,none,0.9999935037946814
malignant neoplasm conjunctiva,none,0.9999956646292291
malignant neoplasm connective and soft tissue of abdomen,none,0.9999847283602306
malignant neoplasm connective and soft tissue of trunk unspecified,none,0.999984087556953
malignant neoplasm connective and soft tissue unspecified,none,0.9999907924925805
malignant neoplasm endocervix,none,0.9999753706854805
malignant neoplasm endocrine pancreas,pancreatic cancer,0.9578689644140788
malignant neoplasm endometrium,none,0.9999932957494115
malignant neoplasm external lower lip,oral cavity cancer,0.9883976248487342
malignant neoplasm external upper lip,oral cavity cancer,0.9998666576794604
malignant neoplasm extrahepatic bile duct,none,0.9940743273575398
malignant neoplasm female genital organ unspecified,none,0.9999945918013978
malignant neoplasm frontal lobe,none,0.9999965438461129
malignant neoplasm gum unspecified,oral cavity cancer,0.9998135946012264
malignant neoplasm hepatoblastoma,none,0.999973582677281
malignant neoplasm ileum,colorectal cancer,0.9323921528727924
malignant neoplasm ill-defined sites within the respiratory system,lung cancer,0.7198259019014441
malignant neoplasm intestinal tract part unspecified,colorectal cancer,0.9323837265088951
malignant neoplasm laryngeal cartilage,larynx cancer,0.9998842159011845
malignant neoplasm larynx unspecified,larynx cancer,0.9999813755337581
malignant neoplasm lesser curvature of stomach unspecified,stomach cancer,0.9999609922953847
malignant neoplasm lingual tonsil,oral cavity cancer,0.876380329553646
malignant neoplasm male genital organ unspecified,prostate cancer,0.24506892763207727
malignant neoplasm malignant melanoma of ear and external auricular canal,none,0.9999775170473892
malignant neoplasm malignant melanoma of eyelid including canthus,none,0.9999898244384736
malignant neoplasm malignant melanoma of upper limb including shoulder,none,0.9999906292418302
malignant neoplasm meckel diverticulum,colorectal cancer,0.04741908024692329
malignant neoplasm mediastinum part unspecified,none,0.9988082695018257
