cause_of_death,category,confidence
atherosclerotic heart disease,none,0.16448994078694099
atresia and stenosis of ureter,none,0.9999973334746552
atresia of bile ducts,none,0.9999983911250335
atresia of foramina of magendie and luschka,none,0.9999898388723915
atresia of oesophagus with tracheo-oesophageal fistula,none,0.99999171649927
atresia of oesophagus without fistula,none,0.9999945918014262
atresia of pulmonary artery,none,0.9999972438855489
atrioventricular block first degree,none,0.9999910605114871
atrioventricular septal defect,none,0.9999984359196371
autoimmune hepatitis,none,0.999999612774776
autoimmune polyglandular failure,none,0.999998510328511
autonomic dysreflexia,none,0.9999990615514773
b-cell lymphoma unspecified,none,0.9999922373581025
background retinopathy and retinal vascular changes,none,0.9999735378839327
bacterial intestinal infection unspecified,none,0.9999755794734138
bacterial meningoencephalitis and meningomyelitis not elsewhere classified,none,0.9999928341182982
bacterial pneumonia unspecified,none,0.5925529071845713
benign intracranial hypertension,none,0.9999996871837232
benign lipomatous neoplasm of intrathoracic organs,none,0.9999960966474231
benign neoplasm adrenal gland,none,0.9999977055186127
benign neoplasm appendix,none,0.999989480518231
benign neoplasm bone and articular cartilage unspecified,none,0.9999971542965358
benign neoplasm caecum,none,0.9999989423479343
benign neoplasm connective and other soft tissue of pelvis,none,0.9999918205217992
benign neoplasm extrahepatic bile ducts,none,0.9999821651505789
benign neoplasm lacrimal gland and duct,none,0.99999818233238
benign neoplasm lower jaw bone,none,0.9999970798876351
benign neoplasm lymph nodes,none,0.9999991807550489
benign neoplasm nasopharynx,none,0.9998241418386974
benign neoplasm parotid gland,none,0.9999992999586204
benign neoplasm penis,none,0.9999983911250193
benign neoplasm pituitary gland,none,0.9999973927031247
benign neoplasm spinal cord,none,0.9999993743675585
benign paroxysmal vertigo,none,0.9999965582799571
bilateral inguinal hernia with gangrene,none,0.9999969606843424
biliary cirrhosis unspecified,none,0.9999964094624914
biliary cyst,none,0.999999612774776
bipolar affective disorder unspecified,none,0.9999996871837232
birth asphyxia unspecified,none,0.999998703940905
birth injury unspecified,none,1.0
bronchopulmonary dysplasia originating in the perinatal period,none,0.9988212211327593
brucellosis unspecified,none,1.0
bullous pemphigoid,none,0.9999994191622202
bursopathy unspecified,none,0.999999612774776
bus occupant [any] injured in other specified transport accidents,none,0.9999442749604752
bus occupant injured in collision with fixed or stationary object driver injured in traffic accident,none,0.9999841027370165
bus occupant injured in collision with fixed or stationary object passenger injured in traffic accident,none,0.9999854883652611
bus occupant injured in noncollision transport accident person injured while boarding or alighting,none,0.9999872763961697
bus occupant injured in noncollision transport accident person on outside of vehicle injured in nontraffic accident,none,0.9999922532845387
bus occupant injured in noncollision transport accident unspecified bus occupant injured in nontraffic accident,none,0.9999835363422832
byssinosis,none,0.7546862181049424
calcium-channel blockers,none,0.9999736866967301
calculus of bile duct without cholangitis or cholecystitis,none,0.9999955902204676
candidal meningitis,none,0.9999988975533081
candidal stomatitis,none,0.9999981527180788
candidiasis of vulva and vagina,none,0.999998510328511
candidiasis unspecified,none,0.9999993743675585
car occupant [any] injured in other specified transport accidents,none,0.9999891236577292
car occupant injured in collision with car pick-up truck or van driver injured in nontraffic accident,none,0.9999773234393531
car occupant injured in collision with car pick-up truck or van person on outside of vehicle injured in nontraffic accident,none,0.999984371501041
car occupant injured in collision with car pick-up truck or van unspecified car occupant injured in nontraffic accident,none,0.9999800802453823
car occupant injured in collision with car pick-up truck or van unspecified car occupant injured in traffic accident,none,0.9999852947558664
car occupant injured in collision with heavy transport vehicle or bus person injured while boarding or alighting,none,0.9999869187895134
car occupant injured in collision with heavy transport vehicle or bus unspecified car occupant injured in traffic accident,none,0.9999860099671648
car occupant injured in collision with pedestrian or animal person injured while boarding or alighting,none,0.9999903756566664
car occupant injured in collision with railway train or railway vehicle driver injured in nontraffic accident,none,0.9999876787964503
car occupant injured in collision with railway train or railway vehicle passenger injured in traffic accident,none,0.999992208490283
car occupant injured in noncollision transport accident passenger injured in nontraffic accident,none,0.9999791107090822
car occupant injured in noncollision transport accident passenger injured in traffic accident,none,0.9999843707546986
car occupant injured in noncollision transport accident person on outside of vehicle injured in traffic accident,none,0.9999833579131198
carbonic-anhydrase inhibitors,none,0.9999939061977948
carcinoma in situ bronchus and lung,none,0.2015772972197914
carcinoma in situ colon,none,0.987538963627804
carcinoma in situ other and unspecified parts of intestine,none,0.9999760562769294
carcinoma in situ other and unspecified urinary organs,none,0.9998288093242083
carcinoma in situ prostate,none,0.9984527182854727
carcinoma in situ skin of scalp and neck,none,0.9999892724741107
carcinoma in situ stomach,none,0.9992264188961951
cardiac arrhythmia unspecified,none,0.9769398546708589
cardiac catheterization,none,0.9999873500574991
cardiomyopathy in the puerperium,none,0.9999944725984443
cardiovascular disease unspecified,none,0.9768843425030725
cataract unspecified,none,0.9999920733609386
catatonic schizophrenia,none,0.9999988231443911
cefalosporins and other beta-lactam antibiotics,none,0.9999834171402497
cellulitis of external ear,none,0.9999985847373903
cellulitis of other sites,none,0.9999950086388136
cellulitis of trunk,none,0.999997720699025
cellulitis unspecified,none,0.9999977206990392
centrilobular emphysema,pulmonary disease,0.9967451399290493
cerebral aneurysm nonruptured,none,0.9924107133366826
cerebral arteritis not elsewhere classified,none,0.9995607557463785
cerebral infarction due to embolism of precerebral arteries,none,0.4377015372602609
cervical disc disorder unspecified,none,0.9999924309693815
cervical root disorders not elsewhere classified,none,0.9999939661725246
cervicofacial actinomycosis,none,0.9999972142713466
chagas disease chronic with digestive system involvement,none,0.9999816291171938
chronic gastritis unspecified,none,0.9999822243787325
chronic hepatic failure,none,0.9999862924187131
chronic inflammatory disease of uterus,none,0.9999917461132385
chronic kidney disease stage 1,none,0.998224752076637
chronic kidney disease stage 2,none,0.9999844299820165
chronic kidney disease unspecified,none,0.9999592787182239
chronic lymphocytic leukaemia of b-cell type,none,0.9997524045187026
chronic meningitis,none,0.9999978399024225
chronic myelomonocytic leukaemia,none,0.9984921069337834
chronic obstructive pulmonary disease with acute exacerbation unspecified,pulmonary disease,0.9999565971195152
chronic obstructive pyelonephritis,none,0.9999938021751198
chronic respiratory failure,none,0.34858354910955563
chronic ulcer of skin not elsewhere classified,none,0.9999550171805125
chylous effusion,none,0.9999956942433287
coagulation defect unspecified,none,0.9999996871837232
coeliac disease,none,0.9999996871837232
complete uterovaginal prolapse,none,0.9999982423073093
complication of labour and delivery unspecified,none,0.9999675186479445
compression of vein,none,0.9999977951077889
congenital absence atresia and stenosis of anus without fistula,none,0.9999799602973364
congenital absence atresia and stenosis of small intestine part unspecified,none,0.9999840427630063
congenital adrenogenital disorders associated with enzyme deficiency,none,0.9999824931413
congenital bronchomalacia,none,0.997520172318404
congenital diaphragmatic hernia,none,0.9999937869948663
congenital herpesviral [herpes simplex] infection,none,0.9999919245441972
congenital malformation of lung unspecified,none,0.9994243362450282
congenital malformation of respiratory system unspecified,none,0.9999852643952201
congenital malformation of skull and face bones unspecified,none,0.9999932509549814
congenital malformation of stomach unspecified,none,0.9999982719215562
congenital malformation of tricuspid valve unspecified,none,0.9999783507090266
congenital malformation syndromes predominantly involving limbs,none,0.9999933253634268
congenital mitral insufficiency,none,0.999999493571153
congenital pneumonia due to other organisms,none,0.99979083487322
congenital pneumonia due to pseudomonas,none,0.9999962758253814
congenital pulmonary valve insufficiency,none,0.9999977503132708
congenital renal failure,none,0.9999983911249909
congenital subglottic stenosis,none,0.9999985847373477
congenital syphilis unspecified,none,0.9999988679390426
congestive heart failure,none,0.8518524118031473
constitutional aplastic anaemia,none,0.998964480995414
cor triatriatum,none,0.9999970798876067
corpus luteum cyst,none,1.0
cranial nerve disorder unspecified,none,0.9999998063873693
crohn disease of large intestine,none,0.9999927885773269
crohn disease unspecified,none,0.9999998063873693
cutaneous abscess furuncle and carbuncle of limb,none,0.9999971846571167
cystic disease of liver,none,0.9999984655338898
cystic fibrosis with pulmonary manifestations,none,0.9914040518512182
cystitis unspecified,none,0.999999448776502
decubitus ulcer and pressure area unspecified from 2014 onwards,none,0.9999865460031114
deletion from autosomes unspecified,none,0.9999982567411922
deletion of short arm of chromosome 4,none,0.9999981527181072
deletion of short arm of chromosome 5,none,0.9999992551639781
delirium superimposed on dementia,none,0.9999998063873693
delirium unspecified,none,1.0
delusional disorder,none,0.999999612774776
dermatitis unspecified,none,1.0
developmental disorder of speech and language unspecified,none,0.9999989127336675
diabetes mellitus in pregnancy pre-existing diabetes mellitus insulin-dependent,none,0.9999934149521679
discitis unspecified,none,0.9999979439254608
disease of pulmonary vessels unspecified,none,0.7309372992862134
diseases of mediastinum not elsewhere classified,none,0.9999624674756422
diseases of the circulatory system complicating pregnancy childbirth and the puerperium,none,0.9999877084105551
disorder of bone unspecified,none,0.9999935782030177
disorder of brain unspecified,none,0.9999988231444054
disorder of glycoprotein metabolism unspecified,none,0.9999986295320026
disorder of kidney and ureter unspecified,none,0.9999560003807881
disorder of mineral metabolism unspecified,none,0.9999944126237127
disorder of skin and subcutaneous tissue unspecified,none,0.9999939806062179
disorder of teeth and supporting structures unspecified,none,0.9999966774831877
disorder of thyroid unspecified,none,0.999997064707474
disorder of trigeminal nerve unspecified,none,0.9999683371199014
disorders of calcium metabolism,none,0.9999998063873693
disorders of fatty-acid metabolism,none,0.9999996871837232
disorders of hypoglossal nerve,none,0.9999988975533081
disorders of pyruvate metabolism and gluconeogenesis,none,0.9999985551231056
disorders of vagus nerve,none,0.9999955598599635
diverticular disease of intestine part unspecified without perforation or abscess,none,0.9999802731080107
diverticular disease of small intestine with perforation and abscess,none,0.999994278986969
double heterozygous sickling disorders,none,0.9999958878552627
double inlet ventricle,none,0.9999991359603977
driver of all-terrain or other off-road motor vehicle injured in traffic accident,none,0.9999904500648268
driver of special agricultural vehicle injured in nontraffic accident,none,0.9999935637692164
driver of special industrial vehicle injured in traffic accident,none,0.999998316716126
drug-induced dystonia,none,0.999980078752647
drug-induced interstitial lung disorders unspecified,none,0.8173991158947707
drug-induced polyneuropathy,none,0.9999977206989824
duodenal ulcer acute with perforation,none,0.9999980783092458
duodenal ulcer chronic or unspecified with haemorrhage,none,0.9999918053414906
duodenal ulcer chronic or unspecified with perforation,none,0.9999923117664014
duplications with other complex rearrangements,none,0.9999952622253938
during endoscopic examination,none,0.9999984655338898
during kidney dialysis or other perfusion,none,0.9999966478689595
dysarthria and anarthria,none,0.9999978399024225
dyskinesia of oesophagus,none,0.9998271661960263
dysphasia and aphasia,none,0.9999975567009761
dystonia unspecified,none,1.0
echinococcosis other and unspecified,none,0.9999962158505559
echinococcus multilocularis infection unspecified,none,0.9999943533954199
eclampsia unspecified as to time period,none,0.9999951134080783
ectodermal dysplasia anhidrotic,none,0.999995887855149
ectopic kidney,none,0.9999998063873693
edwards syndrome unspecified,none,0.9999990167568458
ehlers-danlos syndrome,none,0.999999493571153
embolism and thrombosis of iliac artery,none,0.9999967670723428
encephalopathy unspecified,none,0.9999998063873693
end-stage renal disease - from 2008 classification,none,0.999888387551554
endocardial fibroelastosis,none,0.999993622997292
endometriosis unspecified,none,0.999985427644782
endomyocardial eosinophilic disease,none,0.9999268268083972
enterocolitis due to clostridium difficile,none,0.9999948005932591
enteropathy-type intestinal t-cell lymphoma,none,0.9999786931315714
enteroptosis,none,0.9999901213251775
enterovirus infection unspecified site,none,0.9999971990909845
eosinophilia,none,0.999999612774776
epidermolysis bullosa dystrophica,none,0.9999936229976331
epidermolysis bullosa unspecified,none,0.9999956046544403
epilepsy unspecified,none,0.999996379848328
erythema annulare centrifugum,none,0.9999715562695045
essential thrombocytosis - from 2008 classification,none,0.9999695746602965
extranodal marginal zone b-cell lymphoma of mucosa-associated lymphoid tissue [malt-lyphoma],none,0.9896454697617685
extrapyramidal and movement disorder unspecified,none,0.9999426054560624
extreme obesity with alveolar hypoventilation,none,0.9045938778687174
extremely low birth weight,none,0.9999998063873693
failure to introduce or to remove other tube or instrument,none,0.9999957238575143
fatigue fracture of vertebra,none,0.9999955598600345
febrile convulsions,none,0.999999493571153
feeding disorder of infancy and childhood,none,0.9999990615514773
female genital tract fistula unspecified,none,0.9999992551639781
fetal alcohol syndrome dysmorphic,none,0.9999996871837232
fetus and newborn affected by breech delivery and extraction,none,0.9999991359604119
fetus and newborn affected by multiple pregnancy,none,0.9999979887201154
fetus and newborn affected by placenta praevia,none,0.9999947702329495
fibroblastic disorder unspecified,none,1.0
first degree perineal laceration during delivery,none,0.9999989423479201
fistula of bile duct,none,0.9999998063873693
fistula of gallbladder,none,0.9999991063461252
fistula of joint,none,0.9999998063873693
flaccid tetraplegia,none,0.9999993743675585
folate deficiency anaemia unspecified,none,0.999999612774776
follicular lymphoma grade iiib,none,0.9999952918394815
follicular lymphoma unspecified,none,0.9999979887200301
fragile x chromosome,none,0.9999996871837232
gangrene and necrosis of lung,none,0.9769330300007836
gas gangrene,none,0.9999994191622202
gastric ulcer acute without haemorrhage or perforation,none,0.9986585718907068
giardiasis [lambliasis],none,0.9999992999586204
glossitis,none,0.9999918197752665
glossodynia,none,0.9999998063873693
glycogen storage disease,none,1.0
gout due to impairment of renal function,none,0.9999985399427375
grand mal seizures unspecified with or without petit mal,none,0.9999951878167618
guillain-barre syndrome,none,0.9999991359604119
haemangioma any site,none,0.999999493571153
haematemesis,none,0.999994725438169
haematometra,none,0.9999978991308366
haemorrhage of anus and rectum,none,0.9999982271269742
haemorrhoids unspecified from 2014 onwards - previously in i84,none,0.9999873955979811
haemothorax,none,0.9999984207393133
hallervorden-spatz disease,none,0.9999982719215562
hallux valgus acquired,none,1.0
hepatic failure unspecified,none,0.9999963942821841
hereditary ataxia unspecified,none,0.9999998063873693
hereditary lymphoedema,none,0.999999493571153
hereditary nephropathy not elsewhere classified diffuse crescentic glomerulonephritis,none,0.9999905540873663
hereditary spastic paraplegia,none,0.9999998063873693
hereditary spherocytosis,none,0.9999984951481292
hidradenitis suppurativa,none,0.9999967222778992
hirschsprung disease,none,0.9999990615514773
histiocytic and mast cell tumours of uncertain and unknown behaviour,none,0.9999917757273357
histoplasmosis unspecified,none,0.9999993295729128
hiv disease resulting in haematological and immunological abnormalities not elsewhere classified,none,0.999989630081424
hiv disease resulting in kaposi sarcoma,none,0.9999975119064262
hiv disease resulting in multiple infections,none,0.999998063128899
hiv disease resulting in other malignant neoplasms of lymphoid haematopoietic and related tissue,none,0.999990315682081
hiv disease resulting in other types of non-hodgkin lymphoma,none,0.9999972734997095
hiv disease resulting in other viral infections,none,0.9999969606843424
hourglass stricture and stenosis of stomach,none,0.9999979887200869
hydrocele unspecified,none,0.9999978991308366
hyperglycaemia unspecified,none,0.9999983167161687
hyperimmunoglobulin e [ige] syndrome,none,0.9999940701949609
hyperkalaemia,none,0.9999968710953405
hyperostosis of skull,none,0.9999939358117429
hypersensitivity angiitis,none,0.9999921477695664
hypertensive heart and renal disease unspecified,none,0.8807347461534979
hypertensive heart and renal disease with both congestive heart failure and renal failure,none,0.9239889500771788
hypertensive heart and renal disease with congestive heart failure,none,0.9982806374222827
hypertensive heart disease with congestive heart failure,none,0.9324240677982011
hyperuricaemia without signs of inflammatory arthritis and tophaceous disease,none,0.9999744618737266
hypomania,none,0.9999986591462894
hypoparathyroidism unspecified,none,0.9999988975533223
hypospadias unspecified,none,0.9999748635233822
hypostatic pneumonia unspecified,none,0.9148210485198782
hypotension due to drugs,none,0.9999956494488621
hypotension unspecified,none,0.9999987039408907
hypothalamic dysfunction not elsewhere classified,none,0.9999968118668736
idiopathic acute pancreatitis,none,0.9625541180633097
idiopathic hypotension,none,0.9999976759044251
idiopathic orofacial dystonia,none,0.9999980039004326
idiopathic thrombocytopenic purpura,none,0.9999989127336675
immobility syndrome paraplegic,none,0.9999862620590029
immunosuppressive agents,none,0.9999820755626183
incontinentia pigmenti,none,0.9999942486265332
infarction of spleen,none,0.9999983911250193
infective dermatitis,none,0.9999991359604119
infective pericarditis,none,0.9999353640888506
inflammatory disease of prostate unspecified,none,0.9321535179794932
inflammatory myopathy not elsewhere classified,none,0.9999864708485849
inflammatory polyarthropathy,none,0.9999017665702272
influenza with other manifestations virus not identified,none,0.9999971694767409
influenza with pneumonia other influenza virus identified,none,0.9999828355657749
ingrowing nail,none,0.9999967966864608
insulin-dependent diabetes mellitus with coma,none,0.9999967078438251
interstitial cystitis chronic,none,0.9997285094991103
interstitial emphysema originating in the perinatal period,none,0.9889852280626023
interstitial pulmonary disease unspecified,none,0.4377253571445637
intervertebral disc disorder unspecified,none,0.999888581141831
intestinal obstruction due to inspissated milk,none,0.9999801539066931
intracardiac thrombosis not elsewhere classified,none,0.9769057304265575
intracerebral haemorrhage in hemisphere subcortical,none,0.4072647272093192
intracerebral haemorrhage multiple localized,none,0.9996997969551712
intracranial abscess and granuloma,none,0.9999989871425625
intracranial nontraumatic haemorrhage of fetus and newborn unspecified,none,0.9999914332997284
intraductal carcinoma in situ,none,0.9978938168354828
intraspinal abscess and granuloma,none,0.9999966478691442
intraventricular nontraumatic haemorrhage grade 3 of fetus and newborn,none,0.999987306010035
iron deficiency anaemia secondary to blood loss chronic,none,0.99999593264974
irradiation cystitis,none,0.9989644066314973
irritable bowel syndrome without diarrhoea,none,0.9999981975127001
ischiorectal abscess,none,0.9999885420799214
joint disorder unspecified,none,0.9999995679801056
juvenile arthritis with systemic onset,none,0.9999968862756266
juvenile dermatomyositis,none,0.9999985847373903
karyotype 47xxx,none,0.9999419798611486
keratitis unspecified,none,1.0
kernicterus unspecified,none,1.0
left bundle-branch block unspecified,none,0.9840238439350271
left sided colitis,none,0.9998921416851214
left ventricular failure,none,0.40678234323774226
legal execution,none,0.9999995679801056
leukaemia unspecified,none,0.7309669909081883
leukoplakia and other disturbances of oral epithelium including tongue,none,0.025955655869889942
lichen planus unspecified,none,0.999999493571153
lipid storage disorder unspecified,none,0.9999998063873693
lipoprotein deficiency,none,0.9999992103693378
liver disease unspecified,none,0.9999982567411922
local antifungal anti-infective and anti-inflammatory drugs not elsewhere classified,none,0.9999726442527254
local infection of skin and subcutaneous tissue unspecified,none,0.9999943086009991
localization-related focalpartial symptomatic epilepsy and epileptic syndromes with simple partial seizures,none,0.999961141853166
localized swelling mass and lump neck,none,0.9999955302457542
locked-in syndrome from 2016,none,0.9999918949300955
lumbar and other intervertebral disc disorders with myelopathy,none,0.9999866052306434
lymphoid leukaemia unspecified,none,0.9913524086114137
macleod syndrome,none,0.34847354706264333
macrocephaly,none,0.9999952470451466
major histocompatibility complex class ii deficiency,none,0.9999989871425625
malignant mast cell tumour,none,0.9999753851203975
malignant neoplasm acoustic nerve,none,0.9999930717777071
malignant neoplasm anterior floor of mouth,none,0.01590565855897996
malignant neoplasm anterior mediastinum,none,0.9999709450896688
malignant neoplasm anterior two-thirds of tongue part unspecified,none,0.2941481875948383
malignant neoplasm anterior wall of bladder,none,0.07585694960383448
malignant neoplasm ascending colon,none,0.015904548424403763
malignant neoplasm bladder neck,none,0.22268313380458682
malignant neoplasm bones of skull and face,none,0.9999961710561512
malignant neoplasm border of tongue,none,0.7547554610562713
malignant neoplasm broad ligament,none,0.9999900021226433
malignant neoplasm cerebellum,none,0.999997228705158
malignant neoplasm cervical part of oesophagus,none,0.029300125049686935
malignant neoplasm clitoris,none,0.9999982719215136
malignant neoplasm conjunctiva,none,0.9999981823323942
malignant neoplasm connective and soft tissue of abdomen,none,0.9999938765836488
malignant neoplasm connective and soft tissue of trunk unspecified,none,0.9999943830095233
malignant neoplasm connective and soft tissue unspecified,none,0.9999942341925091
malignant neoplasm endocervix,none,0.9999910453314884
malignant neoplasm endocrine pancreas,none,0.4377729485889442
malignant neoplasm endometrium,none,0.9999939358119561
malignant neoplasm external lower lip,none,0.46866962987378236
malignant neoplasm external upper lip,none,0.9992824766758294
malignant neoplasm extrahepatic bile duct,none,0.9999852492157357
malignant neoplasm female genital organ unspecified,none,0.9999908965145162
malignant neoplasm frontal lobe,none,0.9999908517204067
malignant neoplasm gum unspecified,none,0.7309258960197507
malignant neoplasm hepatoblastoma,none,0.9999914181194114
malignant neoplasm ileum,none,0.9996585767299954
malignant neoplasm ill-defined sites within the respiratory system,none,0.9761936638820179
malignant neoplasm intestinal tract part unspecified,none,0.999958041937931
malignant neoplasm laryngeal cartilage,none,0.40616030669834075
malignant neoplasm larynx unspecified,larynx cancer,0.9983695247943725
malignant neoplasm lesser curvature of stomach unspecified,none,0.182417144234563
malignant neoplasm lingual tonsil,none,0.998288148673339
malignant neoplasm male genital organ unspecified,none,0.9959246403107137
malignant neoplasm malignant melanoma of ear and external auricular canal,none,0.9999930725238428
malignant neoplasm malignant melanoma of eyelid including canthus,none,0.9999953518142516
malignant neoplasm malignant melanoma of upper limb including shoulder,none,0.9999969166362561
malignant neoplasm meckel diverticulum,none,0.9999889596612608
malignant neoplasm mediastinum part unspecified,none,0.9999677122552334
malignant neoplasm middle third of oesophagus,none,0.4376417322346908
malignant neoplasm nasal cavity,none,0.9999929973689111
malignant neoplasm nasopharynx unspecified,none,0.999982090743305
malignant neoplasm of other and ill-defined sites abdomen,none,0.9999848475621077
malignant neoplasm of other and ill-defined sites other ill-defined sites,none,0.9999722426048565
malignant neoplasm overlapping lesion of brain and other parts of central nervous system,none,0.9999767570483317
malignant neoplasm overlapping lesion of female genital organs,none,0.9999842659862751
malignant neoplasm overlapping lesion of larynx,none,0.07579964414088299
malignant neoplasm overlapping lesion of pancreas,none,0.622305787219719
malignant neoplasm overlapping lesion of skin,none,0.9999827763386793
malignant neoplasm overlapping lesion of tongue,none,0.9940464785110666
malignant neoplasm pancreatic duct,none,0.6224296313108384
malignant neoplasm parietal lobe,none,0.999994606981635
malignant neoplasm pelvic bones sacrum and coccyx,none,0.9999782914808892
malignant neoplasm peripheral nerves and autonomic nervous system unspecified,none,0.9999292266353625
malignant neoplasm peripheral nerves of thorax,none,0.9999842515532478
malignant neoplasm peripheral nerves of upper limb including shoulder,none,0.9999906884699167
malignant neoplasm posterior wall of nasopharynx,none,0.999975981870167
malignant neoplasm primary site unknown so stated,none,0.9999434109667621
malignant neoplasm skin of ear and external auricular canal,none,0.9999871275798436
malignant neoplasm skin of lip,none,0.9991592299242664
malignant neoplasm skin of upper limb including shoulder,none,0.9999911797140765
malignant neoplasm soft palate,none,0.29418348265562566
malignant neoplasm spermatic cord,none,0.9999590843649938
malignant neoplasm sphenoidal sinus,none,0.9999599635500566
malignant neoplasm sublingual gland,none,0.9959186326503222
malignant neoplasm tonsil unspecified,none,0.8931459113823232
malignant neoplasm upper gum,none,0.13295439154241895
malignant neoplasm upper lobe bronchus or lung,lung cancer,0.9998357474187994
malignant neoplasm upper respiratory tract part unspecified,none,0.9971963361522349
malignant neoplasm upper third of oesophagus,esophageal cancer,0.9953428407652698
malignant neoplasm urachus,none,0.9999979143111951
malignant neoplasm uvula,none,0.9997348999860663
malignent histiocytosis - from 2008 classification,none,0.9991305173291334
malnutrition-related diabetes mellitus with ketoacidosis,none,0.9999980486950046
mandibulofacial dysostosis,none,0.9999994191622202
mania with psychotic symptoms,none,0.9999992551639781
mantle cell lymphoma,none,0.999990478932908
mast cell leukaemia,none,0.9240043489769548
maternal care for intrauterine death,none,0.9999860388348906
measles complicated by pneumonia,none,0.9999978399024367
meconium plug syndrome,none,0.9999980183344259
medullary cystic kidney,none,0.999700541570092
meningitis unspecified,none,0.9999998063873693
meningococcaemia unspecified,none,0.999978022718769
meningococcal infection unspecified,none,0.9999988231444196
menopausal and female climacteric states,none,0.9999987935301279
mental and behavioural disorders due to use of alcohol amnesic syndrome,none,0.9999842067590522
