cause_of_death,category,confidence
adult hypertrophic pyloric stenosis,none,0.9999988975533081
alcoholic cardiomyopathy,none,0.9978108701464861
alcoholic hepatitis,none,0.9998619941942795
aluminosis of lung,none,0.8932252554917672
alzheimer disease unspecified,none,0.9999985399427375
amniotic fluid embolism,none,0.999999493571153
anaemia due to enzyme disorder unspecified,none,0.9999981823323942
anaemia unspecified,none,0.9999988975533223
anal prolapse,none,1.0
anaplastic large cell lymphoma alk-negative,none,0.9999878716606438
anaplastic large cell lymphoma alk-positive,none,0.9999981975127001
anencephaly,none,0.9999992551639781
aneurysm and dissection of carotid artery,none,0.9999530204258089
aneurysm and dissection of iliac artery,none,0.9999959326497542
aneurysm and dissection of unspecified site,none,0.9999969014559128
aneurysm of heart,none,0.9840718226768577
angioimmunoblastic t-cell lymphoma,none,0.9999945766210613
annular pancreas,none,0.9999998063873693
anoxic brain damage not elsewhere classified,none,0.9999298962719056
anthrax sepsis,none,0.9999996871837232
antibody deficiency with near-normal immunoglobulins or with hyperimmunoglobulinaemia,none,0.9999608586618567
anticoagulant antagonists vitamin k and other coagulants,none,0.9999955158119105
aortic aneurysm of unspecified site without mention of rupture,none,0.9992839660207161
aplastic anaemia unspecified,none,0.9999973182944335
appendicular concretions,none,0.9999932950030198
arnold-chiari syndrome,none,0.9999986591462894
arthritis unspecified,none,0.999999493571153
asphyxia,none,0.9999998063873693
ataxic gait,none,0.9999989719621736
atherosclerosis of other arteries,none,0.8353944435693764
atherosclerotic heart disease,ischaemic heart disease,0.9978130817196712
atresia and stenosis of ureter,none,0.9999975567010756
atresia of bile ducts,none,0.9999972734997521
atresia of foramina of magendie and luschka,none,0.9999935637693301
atresia of oesophagus with tracheo-oesophageal fistula,none,0.9999919397244792
atresia of oesophagus without fistula,none,0.9999961414419096
atresia of pulmonary artery,none,0.9998725275077158
atrioventricular block first degree,none,0.9997899406564319
atrioventricular septal defect,none,0.9999994191622202
autoimmune hepatitis,none,1.0
autoimmune polyglandular failure,none,0.9999983167161687
autonomic dysreflexia,none,0.9999996871837232
b-cell lymphoma unspecified,none,0.9999852044209271
background retinopathy and retinal vascular changes,none,0.9999947110045075
bacterial intestinal infection unspecified,none,0.999995038999372
bacterial meningoencephalitis and meningomyelitis not elsewhere classified,none,0.9999928189379458
bacterial pneumonia unspecified,none,0.6223669082896787
benign intracranial hypertension,none,0.999999091165777
benign lipomatous neoplasm of intrathoracic organs,none,0.9999964542570915
benign neoplasm adrenal gland,none,0.9999971095018334
benign neoplasm appendix,none,0.9999916261643759
benign neoplasm bone and articular cartilage unspecified,none,0.9999981527181214
benign neoplasm caecum,none,0.9999991807550489
benign neoplasm connective and other soft tissue of pelvis,none,0.9999939661724251
benign neoplasm extrahepatic bile ducts,none,0.9999911349196415
benign neoplasm lacrimal gland and duct,none,0.9999990167568458
benign neoplasm lower jaw bone,none,0.9999940998093685
benign neoplasm lymph nodes,none,0.9999994191622202
benign neoplasm nasopharynx,none,0.9999044335914559
benign neoplasm parotid gland,none,0.9999985551231341
benign neoplasm penis,none,0.999999225549702
benign neoplasm pituitary gland,none,0.999999091165777
benign neoplasm spinal cord,none,0.9999998063873693
benign paroxysmal vertigo,none,0.9999989719621736
bilateral inguinal hernia with gangrene,none,0.9999970350932343
biliary cirrhosis unspecified,none,0.9999977055187121
biliary cyst,none,0.9999996871837232
bipolar affective disorder unspecified,none,0.9999990167568458
birth asphyxia unspecified,none,0.999999493571153
birth injury unspecified,none,1.0
bronchopulmonary dysplasia originating in the perinatal period,none,0.999186378588773
brucellosis unspecified,none,1.0
bullous pemphigoid,none,0.9999998063873693
bursopathy unspecified,none,0.9999987039408907
bus occupant [any] injured in other specified transport accidents,none,0.9999901964797936
bus occupant injured in collision with fixed or stationary object driver injured in traffic accident,none,0.999979811482767
bus occupant injured in collision with fixed or stationary object passenger injured in traffic accident,none,0.9999868292014538
bus occupant injured in noncollision transport accident person injured while boarding or alighting,none,0.9999878724069178
bus occupant injured in noncollision transport accident person on outside of vehicle injured in nontraffic accident,none,0.9999910612579056
bus occupant injured in noncollision transport accident unspecified bus occupant injured in nontraffic accident,none,0.9999831939175116
byssinosis,none,0.7546691922586442
calcium-channel blockers,none,0.999972301086018
calculus of bile duct without cholangitis or cholecystitis,none,0.9999950389995284
candidal meningitis,none,0.9999992551639781
candidal stomatitis,none,0.9999988679390284
candidiasis of vulva and vagina,none,0.9999983911250193
candidiasis unspecified,none,0.9999989127336675
car occupant [any] injured in other specified transport accidents,none,0.9999870076311514
car occupant injured in collision with car pick-up truck or van driver injured in nontraffic accident,none,0.9999877235907446
car occupant injured in collision with car pick-up truck or van person on outside of vehicle injured in nontraffic accident,none,0.9999892884006701
car occupant injured in collision with car pick-up truck or van unspecified car occupant injured in nontraffic accident,none,0.9999824938874137
car occupant injured in collision with car pick-up truck or van unspecified car occupant injured in traffic accident,none,0.9999850715319842
car occupant injured in collision with heavy transport vehicle or bus person injured while boarding or alighting,none,0.9999903460426817
car occupant injured in collision with heavy transport vehicle or bus unspecified car occupant injured in traffic accident,none,0.9999817634984738
car occupant injured in collision with pedestrian or animal person injured while boarding or alighting,none,0.9999910164637744
car occupant injured in collision with railway train or railway vehicle driver injured in nontraffic accident,none,0.9999904652449727
car occupant injured in collision with railway train or railway vehicle passenger injured in traffic accident,none,0.9999894820113213
car occupant injured in noncollision transport accident passenger injured in nontraffic accident,none,0.9999840131491808
car occupant injured in noncollision transport accident passenger injured in traffic accident,none,0.9999852347813442
car occupant injured in noncollision transport accident person on outside of vehicle injured in traffic accident,none,0.9999832683250949
carbonic-anhydrase inhibitors,none,0.9999916861389404
carcinoma in situ bronchus and lung,none,0.2939264750807187
carcinoma in situ colon,none,0.9902644360856157
carcinoma in situ other and unspecified parts of intestine,none,0.9999641362666194
carcinoma in situ other and unspecified urinary organs,none,0.9999298074329543
carcinoma in situ prostate,none,0.9947349891137278
carcinoma in situ skin of scalp and neck,none,0.9999793491113551
carcinoma in situ stomach,none,0.9991409729752369
cardiac arrhythmia unspecified,none,0.9858471890590317
cardiac catheterization,none,0.9999949790246064
cardiomyopathy in the puerperium,none,0.999994472598487
cardiovascular disease unspecified,none,0.9817804202856999
cataract unspecified,none,0.9999889740947113
catatonic schizophrenia,none,0.9999991807550489
cefalosporins and other beta-lactam antibiotics,none,0.999985488365588
cellulitis of external ear,none,0.9999982271269742
cellulitis of other sites,none,0.9999976311098983
cellulitis of trunk,none,0.999998703940905
cellulitis unspecified,none,0.9999990167568458
centrilobular emphysema,pulmonary disease,0.996793594129635
cerebral aneurysm nonruptured,none,0.9859078790904684
cerebral arteritis not elsewhere classified,none,0.9995616194071884
cerebral infarction due to embolism of precerebral arteries,none,0.37748213658828805
cervical disc disorder unspecified,none,0.9999977206990108
cervical root disorders not elsewhere classified,none,0.9999906284956679
cervicofacial actinomycosis,none,0.9999970654537832
chagas disease chronic with digestive system involvement,none,0.9999879316348836
chronic gastritis unspecified,none,0.9999870372450088
chronic hepatic failure,none,0.9999950238191282
chronic inflammatory disease of uterus,none,0.9999936381777987
chronic kidney disease stage 1,none,0.9992312419846149
chronic kidney disease stage 2,none,0.9999954262229528
chronic kidney disease unspecified,none,0.9999793043167823
chronic lymphocytic leukaemia of b-cell type,none,0.9995568389476325
chronic meningitis,none,0.9999983463303752
chronic myelomonocytic leukaemia,none,0.9963860277809197
chronic obstructive pulmonary disease with acute exacerbation unspecified,pulmonary disease,0.9999482828728578
chronic obstructive pyelonephritis,none,0.9999931021379652
chronic respiratory failure,pulmonary disease,0.7548103695179353
chronic ulcer of skin not elsewhere classified,none,0.9999113915554273
chylous effusion,none,0.9999826715708919
coagulation defect unspecified,none,1.0
coeliac disease,none,0.9999987039408907
complete uterovaginal prolapse,none,0.9999926101465124
complication of labour and delivery unspecified,none,0.9999748346556238
compression of vein,none,0.9999985103284967
congenital absence atresia and stenosis of anus without fistula,none,0.999977918697675
congenital absence atresia and stenosis of small intestine part unspecified,none,0.9999869484035672
congenital adrenogenital disorders associated with enzyme deficiency,none,0.9999978399024225
congenital bronchomalacia,none,0.9968186110647689
congenital diaphragmatic hernia,none,0.9999972886800726
congenital herpesviral [herpes simplex] infection,none,0.9999929525746649
congenital malformation of lung unspecified,none,0.9989582743901786
congenital malformation of respiratory system unspecified,none,0.9999859796066958
congenital malformation of skull and face bones unspecified,none,0.9999949494105564
congenital malformation of stomach unspecified,none,0.9999891828855276
congenital malformation of tricuspid valve unspecified,none,0.9999862180108905
congenital malformation syndromes predominantly involving limbs,none,0.9999926101465266
congenital mitral insufficiency,none,0.9999963198734678
congenital pneumonia due to other organisms,none,0.9995644790665448
congenital pneumonia due to pseudomonas,none,0.9999954710173383
congenital pulmonary valve insufficiency,none,0.9999949342304135
congenital renal failure,none,0.9999982271269884
congenital subglottic stenosis,none,0.9999988231444196
congenital syphilis unspecified,none,0.9999992999586204
congestive heart failure,none,0.8174156437625987
constitutional aplastic anaemia,none,0.9986698253823123
cor triatriatum,none,0.9999970350932343
corpus luteum cyst,none,0.9999998063873693
cranial nerve disorder unspecified,none,1.0
crohn disease of large intestine,none,0.9999917901613385
crohn disease unspecified,none,0.99999901675686
cutaneous abscess furuncle and carbuncle of limb,none,0.9999982126930632
cystic disease of liver,none,0.9999984655338472
cystic fibrosis with pulmonary manifestations,none,0.9626308393679818
cystitis unspecified,none,1.0
decubitus ulcer and pressure area unspecified from 2014 onwards,none,0.9999824187336607
deletion from autosomes unspecified,none,0.999995887855348
deletion of short arm of chromosome 4,none,0.9999973630889037
deletion of short arm of chromosome 5,none,0.9999990615514773
delirium superimposed on dementia,none,0.9999993743675585
delirium unspecified,none,1.0
delusional disorder,none,0.9999986591462752
dermatitis unspecified,none,1.0
developmental disorder of speech and language unspecified,none,0.9999986743266168
diabetes mellitus in pregnancy pre-existing diabetes mellitus insulin-dependent,none,0.9999928485521885
discitis unspecified,none,0.9999981823323942
disease of pulmonary vessels unspecified,none,0.777189040248184
diseases of mediastinum not elsewhere classified,none,0.9999367503975868
diseases of the circulatory system complicating pregnancy childbirth and the puerperium,none,0.9999780978724474
disorder of bone unspecified,none,0.9999979887201011
disorder of brain unspecified,none,0.9999984655338898
disorder of glycoprotein metabolism unspecified,none,0.9999987783497845
disorder of kidney and ureter unspecified,none,0.9999623179200217
disorder of mineral metabolism unspecified,none,0.9999915221417959
disorder of skin and subcutaneous tissue unspecified,none,0.9999947854131468
disorder of teeth and supporting structures unspecified,none,0.9999976014955565
disorder of thyroid unspecified,none,0.9999962454648706
disorder of trigeminal nerve unspecified,none,0.9999973927031247
disorders of calcium metabolism,none,0.9999982719215136
disorders of fatty-acid metabolism,none,0.9999989127336675
disorders of hypoglossal nerve,none,0.9999989871425625
disorders of pyruvate metabolism and gluconeogenesis,none,0.9999984359196371
disorders of vagus nerve,none,0.9999940998092548
diverticular disease of intestine part unspecified without perforation or abscess,none,0.9999854731851623
diverticular disease of small intestine with perforation and abscess,none,0.999991537322015
double heterozygous sickling disorders,none,0.9999949790248338
double inlet ventricle,none,0.9999991359604119
driver of all-terrain or other off-road motor vehicle injured in traffic accident,none,0.9999881556056784
driver of special agricultural vehicle injured in nontraffic accident,none,0.9999939661723682
driver of special industrial vehicle injured in traffic accident,none,0.999997214271304
drug-induced dystonia,none,0.9999914029389952
drug-induced interstitial lung disorders unspecified,none,0.8668883975609197
drug-induced polyneuropathy,none,0.9999985551231199
duodenal ulcer acute with perforation,none,0.9999974374976551
duodenal ulcer chronic or unspecified with haemorrhage,none,0.9999951878167191
duodenal ulcer chronic or unspecified with perforation,none,0.9999926693745742
duplications with other complex rearrangements,none,0.9999971694767409
during endoscopic examination,none,0.9999978399023799
during kidney dialysis or other perfusion,none,0.999994353395562
dysarthria and anarthria,none,0.9999974822922586
dyskinesia of oesophagus,none,0.9998042421872608
dysphasia and aphasia,none,0.9999892572940255
dystonia unspecified,none,0.9999998063873693
echinococcosis other and unspecified,none,0.9999964246428699
echinococcus multilocularis infection unspecified,none,0.9999970950680095
eclampsia unspecified as to time period,none,0.9999964990515372
ectodermal dysplasia anhidrotic,none,0.9999952918396379
ectopic kidney,none,1.0
edwards syndrome unspecified,none,0.9999993743675443
ehlers-danlos syndrome,none,0.9999985103284967
embolism and thrombosis of iliac artery,none,0.9999891380913385
encephalopathy unspecified,none,0.9999998063873693
end-stage renal disease - from 2008 classification,none,0.9999293306529402
endocardial fibroelastosis,none,0.9999964390767694
endometriosis unspecified,none,0.9999966774833156
endomyocardial eosinophilic disease,none,0.9999149969637338
enterocolitis due to clostridium difficile,none,0.999996827047173
enteropathy-type intestinal t-cell lymphoma,none,0.9999553003716737
enteroptosis,none,0.999991909363759
enterovirus infection unspecified site,none,0.9999949342302572
eosinophilia,none,0.999999612774776
epidermolysis bullosa dystrophica,none,0.9999921925639897
epidermolysis bullosa unspecified,none,0.9999957238575854
epilepsy unspecified,none,0.999992893346359
erythema annulare centrifugum,none,0.9999974526780208
essential thrombocytosis - from 2008 classification,none,0.9999751322842413
extranodal marginal zone b-cell lymphoma of mucosa-associated lymphoid tissue [malt-lyphoma],none,0.9948651824572531
extrapyramidal and movement disorder unspecified,none,0.9999449149892273
extreme obesity with alveolar hypoventilation,none,0.8669762156230345
extremely low birth weight,none,1.0
failure to introduce or to remove other tube or instrument,none,0.999984727613433
fatigue fracture of vertebra,none,0.9999979887201154
febrile convulsions,none,0.999999612774776
feeding disorder of infancy and childhood,none,0.9999990615514773
female genital tract fistula unspecified,none,0.9999993743675585
fetal alcohol syndrome dysmorphic,none,0.999999612774776
fetus and newborn affected by breech delivery and extraction,none,0.9999988231444054
fetus and newborn affected by multiple pregnancy,none,0.9999985399427801
fetus and newborn affected by placenta praevia,none,0.9999979439255319
fibroblastic disorder unspecified,none,1.0
first degree perineal laceration during delivery,none,0.9999991359603977
fistula of bile duct,none,0.9999998063873693
fistula of gallbladder,none,0.9999989871425625
fistula of joint,none,0.999999612774776
flaccid tetraplegia,none,0.999999493571153
folate deficiency anaemia unspecified,none,0.999999612774776
follicular lymphoma grade iiib,none,0.9999910749453376
follicular lymphoma unspecified,none,0.9999979887200443
fragile x chromosome,none,0.999999493571153
gangrene and necrosis of lung,none,0.9769410710923271
gas gangrene,none,0.9999991807550489
gastric ulcer acute without haemorrhage or perforation,none,0.9998355538280952
giardiasis [lambliasis],none,0.9999990615514773
glossitis,none,0.9999982567411922
glossodynia,none,0.999999612774776
glycogen storage disease,none,1.0
gout due to impairment of renal function,none,0.9999985399427375
grand mal seizures unspecified with or without petit mal,none,0.9999960966473094
guillain-barre syndrome,none,0.9999992551639781
haemangioma any site,none,0.9999998063873693
haematemesis,none,0.9999943230347685
haematometra,none,0.999999448776502
haemorrhage of anus and rectum,none,0.9999976759043825
haemorrhoids unspecified from 2014 onwards - previously in i84,none,0.9999871123995636
haemothorax,none,0.999999448776502
hallervorden-spatz disease,none,0.9999986295320026
hallux valgus acquired,none,0.9999998063873693
hepatic failure unspecified,none,0.9999968710953974
hereditary ataxia unspecified,none,1.0
hereditary lymphoedema,none,0.999999612774776
hereditary nephropathy not elsewhere classified diffuse crescentic glomerulonephritis,none,0.9999917909075302
hereditary spastic paraplegia,none,0.9999992551639781
hereditary spherocytosis,none,0.9999975415208362
hidradenitis suppurativa,none,0.9999990167568458
hirschsprung disease,none,0.9999992999586204
histiocytic and mast cell tumours of uncertain and unknown behaviour,none,0.9999856667950322
histoplasmosis unspecified,none,0.999999448776502
hiv disease resulting in haematological and immunological abnormalities not elsewhere classified,none,0.9999877676382554
hiv disease resulting in kaposi sarcoma,none,0.9999969902986509
hiv disease resulting in multiple infections,none,0.999998033514701
hiv disease resulting in other malignant neoplasms of lymphoid haematopoietic and related tissue,none,0.9999908372864458
hiv disease resulting in other types of non-hodgkin lymphoma,none,0.9999981975127001
hiv disease resulting in other viral infections,none,0.9999980631289417
hourglass stricture and stenosis of stomach,none,0.9999969606843992
hydrocele unspecified,none,0.9999983759447105
hyperglycaemia unspecified,none,0.9999977503132992
hyperimmunoglobulin e [ige] syndrome,none,0.9999964094625056
hyperkalaemia,none,0.9999968710954116
hyperostosis of skull,none,0.9999950830473897
hypersensitivity angiitis,none,0.9999958430608443
hypertensive heart and renal disease unspecified,none,0.754739659480421
hypertensive heart and renal disease with both congestive heart failure and renal failure,none,0.7306616804773084
hypertensive heart and renal disease with congestive heart failure,none,0.9913918566591804
hypertensive heart disease with congestive heart failure,none,0.8353735931986374
hyperuricaemia without signs of inflammatory arthritis and tophaceous disease,none,0.9999904493182808
hypomania,none,0.9999990167568458
hypoparathyroidism unspecified,none,0.9999993743675585
hypospadias unspecified,none,0.9999708851151119
hypostatic pneumonia unspecified,none,0.9626304197761765
hypotension due to drugs,none,0.999997631109884
hypotension unspecified,none,0.9999996871837232
hypothalamic dysfunction not elsewhere classified,none,0.9999980335146583
idiopathic acute pancreatitis,none,0.9577038531442044
idiopathic hypotension,none,0.9999979439255319
idiopathic orofacial dystonia,none,0.9999989871425767
idiopathic thrombocytopenic purpura,none,0.999999493571153
immobility syndrome paraplegic,none,0.9999850252454783
immunosuppressive agents,none,0.9999930269833864
incontinentia pigmenti,none,0.9999956790632171
infarction of spleen,none,0.999991954158186
infective dermatitis,none,0.9999969158898759
infective pericarditis,none,0.9999435142397307
inflammatory disease of prostate unspecified,none,0.9578587555855552
inflammatory myopathy not elsewhere classified,none,0.9999824179869644
inflammatory polyarthropathy,none,0.9997374026052108
influenza with other manifestations virus not identified,none,0.9999976014956276
influenza with pneumonia other influenza virus identified,none,0.9999794827457057
ingrowing nail,none,0.9999978247220509
insulin-dependent diabetes mellitus with coma,none,0.9999976014956418
interstitial cystitis chronic,none,0.999846544770381
interstitial emphysema originating in the perinatal period,none,0.9968181620227375
interstitial pulmonary disease unspecified,none,0.5620627034357609
intervertebral disc disorder unspecified,none,0.9999858004308239
intestinal obstruction due to inspissated milk,none,0.9999229237420377
intracardiac thrombosis not elsewhere classified,none,0.9625695053614082
intracerebral haemorrhage in hemisphere subcortical,none,0.3774683331512001
intracerebral haemorrhage multiple localized,none,0.999617361830483
intracranial abscess and granuloma,none,0.9999981527180646
intracranial nontraumatic haemorrhage of fetus and newborn unspecified,none,0.9999959926244633
intraductal carcinoma in situ,none,0.9993135486862798
intraspinal abscess and granuloma,none,0.9999976759043825
intraventricular nontraumatic haemorrhage grade 3 of fetus and newborn,none,0.9999900924572203
iron deficiency anaemia secondary to blood loss chronic,none,0.9999966030745497
irradiation cystitis,none,0.9982978660613481
irritable bowel syndrome without diarrhoea,none,0.999998510328511
ischiorectal abscess,none,0.9999798403504417
joint disorder unspecified,none,0.9999995679801056
juvenile arthritis with systemic onset,none,0.9999822243777237
juvenile dermatomyositis,none,0.9999985847373761
karyotype 47xxx,none,0.999958265154401
keratitis unspecified,none,1.0
kernicterus unspecified,none,0.9999998063873693
left bundle-branch block unspecified,none,0.9577640176873536
left sided colitis,none,0.9999494741015416
left ventricular failure,none,0.3771687387723856
legal execution,none,0.9999979887201011
leukaemia unspecified,none,0.8174279827310302
leukoplakia and other disturbances of oral epithelium including tongue,oral cavity cancer,0.9706657619203221
lichen planus unspecified,none,0.9999976311098272
lipid storage disorder unspecified,none,0.9999998063873693
lipoprotein deficiency,none,0.9999990615514915
liver disease unspecified,none,0.9999954406567809
local antifungal anti-infective and anti-inflammatory drugs not elsewhere classified,none,0.9999835363425674
local infection of skin and subcutaneous tissue unspecified,none,0.9999957094236395
localization-related focalpartial symptomatic epilepsy and epileptic syndromes with simple partial seizures,none,0.9999686962139241
localized swelling mass and lump neck,none,0.9999939806063884
locked-in syndrome from 2016,none,0.9999950686135525
lumbar and other intervertebral disc disorders with myelopathy,none,0.9999941893980937
lymphoid leukaemia unspecified,none,0.9667355716285357
macleod syndrome,none,0.5619735893922229
macrocephaly,none,0.9999986143516758
major histocompatibility complex class ii deficiency,none,0.9999983463304178
malignant mast cell tumour,none,0.9999790803496753
malignant neoplasm acoustic nerve,none,0.9999910453311474
malignant neoplasm anterior floor of mouth,oral cavity cancer,0.9990829378105658
malignant neoplasm anterior mediastinum,none,0.999766540803524
malignant neoplasm anterior two-thirds of tongue part unspecified,oral cavity cancer,0.9995828623840906
malignant neoplasm anterior wall of bladder,bladder cancer,0.9999021089725864
malignant neoplasm ascending colon,colorectal cancer,0.9998130167873964
malignant neoplasm bladder neck,bladder cancer,0.9999529308403599
malignant neoplasm bones of skull and face,none,0.9999960518528817
malignant neoplasm border of tongue,oral cavity cancer,0.9999336657366816
malignant neoplasm broad ligament,none,0.9999687099015331
malignant neoplasm cerebellum,none,0.999999493571153
malignant neoplasm cervical part of oesophagus,esophageal cancer,0.9998468279253236
malignant neoplasm clitoris,none,0.9999991807550347
malignant neoplasm conjunctiva,none,1.0
malignant neoplasm connective and soft tissue of abdomen,none,0.999995307019772
malignant neoplasm connective and soft tissue of trunk unspecified,none,0.9999931613663686
malignant neoplasm connective and soft tissue unspecified,none,0.9999963350538592
malignant neoplasm endocervix,none,0.9999920733610381
malignant neoplasm endocrine pancreas,pancreatic cancer,0.9241042328456567
malignant neoplasm endometrium,none,0.9999985847373761
malignant neoplasm external lower lip,oral cavity cancer,0.9944789698440027
malignant neoplasm external upper lip,oral cavity cancer,0.9998702333273229
malignant neoplasm extrahepatic bile duct,none,0.9959179617741134
malignant neoplasm female genital organ unspecified,none,0.9999939957867159
malignant neoplasm frontal lobe,none,0.9999975270867788
malignant neoplasm gum unspecified,oral cavity cancer,0.9996994098425281
malignant neoplasm hepatoblastoma,none,0.9999926997350616
malignant neoplasm ileum,colorectal cancer,0.9398601894828751
malignant neoplasm ill-defined sites within the respiratory system,none,0.6132447791394785
malignant neoplasm intestinal tract part unspecified,none,0.34859487797843036
malignant neoplasm laryngeal cartilage,larynx cancer,0.9987545875710941
malignant neoplasm larynx unspecified,larynx cancer,0.9999790211215942
malignant neoplasm lesser curvature of stomach unspecified,stomach cancer,0.9999394175066989
malignant neoplasm lingual tonsil,none,0.2681468964730952
malignant neoplasm male genital organ unspecified,none,0.9840871658009664
malignant neoplasm malignant melanoma of ear and external auricular canal,none,0.9999614250437169
malignant neoplasm malignant melanoma of eyelid including canthus,none,0.9999906884700162
malignant neoplasm malignant melanoma of upper limb including shoulder,none,0.9999896756219958
malignant neoplasm meckel diverticulum,none,0.9974763262846995
malignant neoplasm mediastinum part unspecified,none,0.9999856075672289
malignant neoplasm middle third of oesophagus,esophageal cancer,0.9998627996391045
malignant neoplasm nasal cavity,none,0.999932384944316
malignant neoplasm nasopharynx unspecified,none,0.9998571234599586
malignant neoplasm of other and ill-defined sites abdomen,none,0.9999803034679939
malignant neoplasm of other and ill-defined sites other ill-defined sites,none,0.9999715721961797
malignant neoplasm overlapping lesion of brain and other parts of central nervous system,none,0.9999799458639023
malignant neoplasm overlapping lesion of female genital organs,none,0.9999800794987873
malignant neoplasm overlapping lesion of larynx,larynx cancer,0.9998337183602516
malignant neoplasm overlapping lesion of pancreas,pancreatic cancer,0.9996440244981991
malignant neoplasm overlapping lesion of skin,none,0.9999670714622205
malignant neoplasm overlapping lesion of tongue,oral cavity cancer,0.9998223844563758
malignant neoplasm pancreatic duct,pancreatic cancer,0.9998661961138978
malignant neoplasm parietal lobe,none,0.9999965886406053
malignant neoplasm pelvic bones sacrum and coccyx,none,0.9999720634316449
malignant neoplasm peripheral nerves and autonomic nervous system unspecified,none,0.9996300796055211
malignant neoplasm peripheral nerves of thorax,none,0.9999786490846877
malignant neoplasm peripheral nerves of upper limb including shoulder,none,0.9999944133701479
malignant neoplasm posterior wall of nasopharynx,none,0.9999376303055406
malignant neoplasm primary site unknown so stated,none,0.9999560011290135
malignant neoplasm skin of ear and external auricular canal,none,0.9999808250669231
malignant neoplasm skin of lip,oral cavity cancer,0.8932437181044818
malignant neoplasm skin of upper limb including shoulder,none,0.9999911645342039
malignant neoplasm soft palate,oral cavity cancer,0.8175302088913114
malignant neoplasm spermatic cord,none,0.9999777243434652
malignant neoplasm sphenoidal sinus,none,0.9998397845054156
malignant neoplasm sublingual gland,none,0.7057531094949705
malignant neoplasm tonsil unspecified,oral cavity cancer,0.880609315748987
malignant neoplasm upper gum,oral cavity cancer,0.9998388014165099
malignant neoplasm upper lobe bronchus or lung,lung cancer,0.9999838932008763
malignant neoplasm upper respiratory tract part unspecified,none,0.954587734809938
malignant neoplasm upper third of oesophagus,esophageal cancer,0.9997634278066748
malignant neoplasm urachus,none,0.9999637331279506
malignant neoplasm uvula,none,0.29419413073951284
malignent histiocytosis - from 2008 classification,none,0.9980375525177079
malnutrition-related diabetes mellitus with ketoacidosis,none,0.9999983167161687
mandibulofacial dysostosis,none,0.999999612774776
mania with psychotic symptoms,none,1.0
mantle cell lymphoma,none,0.9999887653044218
mast cell leukaemia,none,0.8173866545370396
maternal care for intrauterine death,none,0.9999992551639639
measles complicated by pneumonia,none,0.9999991359603977
