cause_of_death,category,confidence
acute meningococcaemia,none,0.9999000978842453
acute monoblastic/monocytic leukaemia,none,0.9999506220351545
acute myelomonocytic leukaemia,none,0.999994517392844
acute nephritic syndrome focal and segmental glomerular lesions,none,0.9999735971106233
acute renal failure unspecified,none,0.9999989871425767
acute renal failure with tubular necrosis,none,0.9999968414810924
acute salpingitis and oophoritis,none,0.9999988679390284
acute sinusitis unspecified,none,0.999997720699025
acute thyroiditis,none,0.9999996871837232
acute tonsillitis due to other specified organisms,none,0.9999959774443045
acute tracheitis,none,0.9999992551639781
acute transmural myocardial infarction of other sites,ischaemic heart disease,0.976953631689834
acute vascular disorders of intestine,none,0.9999962902592786
adjustment disorders,none,0.9999955598599066
adrenogenital disorder unspecified,none,0.9999987935301421
adult hypertrophic pyloric stenosis,none,0.9999737907174691
alcoholic cardiomyopathy,none,0.9148525860757646
alcoholic hepatitis,none,0.9999969158899328
aluminosis of lung,none,0.5311806058545034
alzheimer disease unspecified,none,0.9999938614034084
amniotic fluid embolism,none,0.9999995679801056
anaemia due to enzyme disorder unspecified,none,0.999996722277757
anaemia unspecified,none,0.9999984207392423
anal prolapse,none,0.9999998063873693
anaplastic large cell lymphoma alk-negative,none,0.999998510328511
anaplastic large cell lymphoma alk-positive,none,0.9999994191622202
anencephaly,none,0.9999998063873693
aneurysm and dissection of carotid artery,none,0.9999936229974057
aneurysm and dissection of iliac artery,none,0.9999938317891073
aneurysm and dissection of unspecified site,none,0.9999959774441339
aneurysm of heart,none,0.9999376887853173
angioimmunoblastic t-cell lymphoma,none,0.999999612774776
annular pancreas,none,0.9999998063873693
anoxic brain damage not elsewhere classified,none,0.999995604654426
anthrax sepsis,none,0.999999612774776
antibody deficiency with near-normal immunoglobulins or with hyperimmunoglobulinaemia,none,0.9999958734213144
anticoagulant antagonists vitamin k and other coagulants,none,0.999997259065869
aortic aneurysm of unspecified site without mention of rupture,none,0.9999970206592552
aplastic anaemia unspecified,none,0.9999401471168082
appendicular concretions,none,0.9999831628116249
arnold-chiari syndrome,none,0.9999973182942914
arthritis unspecified,none,0.9999787523600736
asphyxia,none,0.9999917157530784
ataxic gait,none,0.9999963198735673
atherosclerosis of other arteries,none,0.9958115959486826
atherosclerotic heart disease,ischaemic heart disease,0.962661475840628
atresia and stenosis of ureter,none,0.999997556701033
atresia of bile ducts,none,0.9999992551639781
atresia of foramina of magendie and luschka,none,0.9999612155145027
atresia of oesophagus with tracheo-oesophageal fistula,none,0.9999820307694155
atresia of oesophagus without fistula,none,0.9999969158898049
atresia of pulmonary artery,none,1.0
atrioventricular block first degree,none,0.99999807830926
atrioventricular septal defect,none,0.9999974374976551
autoimmune hepatitis,none,0.999999448776502
autoimmune polyglandular failure,none,0.9999986295320026
autonomic dysreflexia,none,0.9997813150407707
b-cell lymphoma unspecified,none,0.9999979887200443
background retinopathy and retinal vascular changes,none,0.9999918349554332
bacterial intestinal infection unspecified,none,0.999961617904211
bacterial meningoencephalitis and meningomyelitis not elsewhere classified,none,0.9999860540152538
bacterial pneumonia unspecified,none,0.9999935782030177
benign intracranial hypertension,none,0.9999888548931097
benign lipomatous neoplasm of intrathoracic organs,none,0.9999948150271493
benign neoplasm adrenal gland,none,0.9999960814670638
benign neoplasm appendix,none,0.9999889293004037
benign neoplasm bone and articular cartilage unspecified,none,0.9999812707666148
benign neoplasm caecum,none,0.9999952022506433
benign neoplasm connective and other soft tissue of pelvis,none,0.9999862028305959
benign neoplasm extrahepatic bile ducts,none,0.9999961262616491
benign neoplasm lacrimal gland and duct,none,0.9999942190121354
benign neoplasm lower jaw bone,none,0.9999961262615923
benign neoplasm lymph nodes,none,0.9999967518921153
benign neoplasm nasopharynx,none,0.999992415788822
benign neoplasm parotid gland,none,0.9999921477694242
benign neoplasm penis,none,0.9999935334088165
benign neoplasm pituitary gland,none,0.9999926989889403
benign neoplasm spinal cord,none,0.9999913133504059
benign paroxysmal vertigo,none,0.9999931757999936
bilateral inguinal hernia with gangrene,none,0.9999960366726083
biliary cirrhosis unspecified,none,0.9999949342302004
biliary cyst,none,0.9999988527586979
bipolar affective disorder unspecified,none,0.9999998063873693
birth asphyxia unspecified,none,0.999999493571153
birth injury unspecified,none,0.9999996871837232
bronchopulmonary dysplasia originating in the perinatal period,none,0.9890019607959969
brucellosis unspecified,none,0.9999998063873693
bullous pemphigoid,none,0.9999879012748252
bursopathy unspecified,none,0.9999989423479343
bus occupant [any] injured in other specified transport accidents,none,0.9999981527180646
bus occupant injured in collision with fixed or stationary object driver injured in traffic accident,none,0.9999955454259772
bus occupant injured in collision with fixed or stationary object passenger injured in traffic accident,none,0.9999975270868072
bus occupant injured in noncollision transport accident person injured while boarding or alighting,none,0.9999892572941108
bus occupant injured in noncollision transport accident person on outside of vehicle injured in nontraffic accident,none,0.9999991063461252
bus occupant injured in noncollision transport accident unspecified bus occupant injured in nontraffic accident,none,0.9999958878553196
byssinosis,none,0.9859278209343808
calcium-channel blockers,none,0.9999966030744645
calculus of bile duct without cholangitis or cholecystitis,none,0.9626558168787069
candidal meningitis,none,0.999999448776502
candidal stomatitis,none,0.9999993743675585
candidiasis of vulva and vagina,none,0.9999991359604119
candidiasis unspecified,none,0.9999991807550489
car occupant [any] injured in other specified transport accidents,none,0.999999225549702
car occupant injured in collision with car pick-up truck or van driver injured in nontraffic accident,none,0.999994859821749
car occupant injured in collision with car pick-up truck or van person on outside of vehicle injured in nontraffic accident,none,0.999996051852839
car occupant injured in collision with car pick-up truck or van unspecified car occupant injured in nontraffic accident,none,0.9999854283910826
car occupant injured in collision with car pick-up truck or van unspecified car occupant injured in traffic accident,none,0.9999917309329451
car occupant injured in collision with heavy transport vehicle or bus person injured while boarding or alighting,none,0.9999911797143607
car occupant injured in collision with heavy transport vehicle or bus unspecified car occupant injured in traffic accident,none,0.9999951134081352
car occupant injured in collision with pedestrian or animal person injured while boarding or alighting,none,0.9999903005022642
car occupant injured in collision with railway train or railway vehicle driver injured in nontraffic accident,none,0.9999981231038496
car occupant injured in collision with railway train or railway vehicle passenger injured in traffic accident,none,0.999992326946604
car occupant injured in noncollision transport accident passenger injured in nontraffic accident,none,0.9999994191622202
car occupant injured in noncollision transport accident passenger injured in traffic accident,none,0.999999493571153
car occupant injured in noncollision transport accident person on outside of vehicle injured in traffic accident,none,0.9999989871425625
carbonic-anhydrase inhibitors,none,0.9999985103284967
carcinoma in situ bronchus and lung,lung cancer,0.8311357887793409
carcinoma in situ colon,none,0.6224512327300404
carcinoma in situ other and unspecified parts of intestine,none,0.9999960966474799
carcinoma in situ other and unspecified urinary organs,none,0.9999961262616491
carcinoma in situ prostate,prostate cancer,0.9706856417284083
carcinoma in situ skin of scalp and neck,none,0.9999989423479343
carcinoma in situ stomach,none,0.9984984556411001
cardiac arrhythmia unspecified,none,0.9999973630889464
cardiac catheterization,none,0.9999998063873693
cardiomyopathy in the puerperium,none,0.9999920285666911
cardiovascular disease unspecified,none,0.9999832523984181
cataract unspecified,none,0.9999988975533223
catatonic schizophrenia,none,0.9999998063873693
cefalosporins and other beta-lactam antibiotics,none,0.9999975567010756
cellulitis of external ear,none,0.9999988231444196
cellulitis of other sites,none,1.0
cellulitis of trunk,none,0.9999991359603977
cellulitis unspecified,none,0.9999982271269884
centrilobular emphysema,pulmonary disease,0.9999106164284453
cerebral aneurysm nonruptured,none,0.9999761003248073
cerebral arteritis not elsewhere classified,none,0.9999966774833582
cerebral infarction due to embolism of precerebral arteries,none,0.9998742857297622
cervical disc disorder unspecified,none,0.999996335053845
cervical root disorders not elsewhere classified,none,0.999996603074564
cervicofacial actinomycosis,none,0.9999903597302318
chagas disease chronic with digestive system involvement,none,0.9999992551639781
chronic gastritis unspecified,none,0.9999991359604119
chronic hepatic failure,none,0.9999998063873693
chronic inflammatory disease of uterus,none,0.99999901675686
chronic kidney disease stage 1,none,1.0
chronic kidney disease stage 2,none,0.9999996871837232
chronic kidney disease unspecified,none,0.9999992551639639
chronic lymphocytic leukaemia of b-cell type,none,0.995351252439058
chronic meningitis,none,1.0
chronic myelomonocytic leukaemia,none,0.9999969606843282
chronic obstructive pulmonary disease with acute exacerbation unspecified,pulmonary disease,0.9999971246822367
chronic obstructive pyelonephritis,none,0.9999968414811066
chronic respiratory failure,none,0.9978145833332936
chronic ulcer of skin not elsewhere classified,none,0.9999982271269173
chylous effusion,none,0.9999995679801056
coagulation defect unspecified,none,0.9999991359604119
coeliac disease,none,0.9999998063873693
complete uterovaginal prolapse,none,0.999999225549702
complication of labour and delivery unspecified,none,0.9999751322845681
compression of vein,none,0.9999996871837232
congenital absence atresia and stenosis of anus without fistula,none,0.9999931165718593
congenital absence atresia and stenosis of small intestine part unspecified,none,0.9999940998093685
congenital adrenogenital disorders associated with enzyme deficiency,none,0.999993071777295
congenital bronchomalacia,none,0.999997779927489
congenital diaphragmatic hernia,none,0.9999859044523682
congenital herpesviral [herpes simplex] infection,none,0.9998643483365347
congenital malformation of lung unspecified,none,0.9999944574184081
congenital malformation of respiratory system unspecified,none,0.9999940998093685
congenital malformation of skull and face bones unspecified,none,0.9999929077803638
congenital malformation of stomach unspecified,none,0.9999964390766273
congenital malformation of tricuspid valve unspecified,none,0.9999956494490184
congenital malformation syndromes predominantly involving limbs,none,0.9999875588481467
congenital mitral insufficiency,none,0.9999649699168598
congenital pneumonia due to other organisms,none,0.9999893613165689
congenital pneumonia due to pseudomonas,none,0.9999907173376639
congenital pulmonary valve insufficiency,none,0.999996275078959
congenital renal failure,none,0.9999890485034637
congenital subglottic stenosis,none,0.9999866196649838
congenital syphilis unspecified,none,0.9999903597304591
congestive heart failure,none,0.9770186115981626
constitutional aplastic anaemia,none,0.9999522604460797
cor triatriatum,none,0.999988646102504
corpus luteum cyst,none,0.9999847124337296
cranial nerve disorder unspecified,none,0.9999971095018334
crohn disease of large intestine,none,0.9999670858953552
crohn disease unspecified,none,0.999999448776502
cutaneous abscess furuncle and carbuncle of limb,none,0.9998937511356334
cystic disease of liver,none,0.9999996871837232
cystic fibrosis with pulmonary manifestations,none,0.5926329444523544
cystitis unspecified,none,0.9999985847373477
decubitus ulcer and pressure area unspecified from 2014 onwards,none,0.999955881183387
deletion from autosomes unspecified,none,0.9999955302457115
deletion of short arm of chromosome 4,none,0.9999985103285252
deletion of short arm of chromosome 5,none,0.999999091165777
delirium superimposed on dementia,none,1.0
delirium unspecified,none,0.9999993295729128
delusional disorder,none,0.9999996871837232
dermatitis unspecified,none,0.9999400127427834
developmental disorder of speech and language unspecified,none,0.9999993295729128
diabetes mellitus in pregnancy pre-existing diabetes mellitus insulin-dependent,none,0.9999904197041944
discitis unspecified,none,0.9999977055186127
disease of pulmonary vessels unspecified,none,0.999736851520851
diseases of mediastinum not elsewhere classified,none,0.9999943533954483
diseases of the circulatory system complicating pregnancy childbirth and the puerperium,none,0.9999745514614314
disorder of bone unspecified,none,0.999999493571153
disorder of brain unspecified,none,0.999999448776502
disorder of glycoprotein metabolism unspecified,none,0.9999967966865745
disorder of kidney and ureter unspecified,none,0.9999989423479343
disorder of mineral metabolism unspecified,none,0.9999988231444054
disorder of skin and subcutaneous tissue unspecified,none,0.9999979887200443
disorder of teeth and supporting structures unspecified,none,0.999998703940905
disorder of thyroid unspecified,none,0.999999493571153
disorder of trigeminal nerve unspecified,none,0.9999992551639639
disorders of calcium metabolism,none,0.9999984207392423
disorders of fatty-acid metabolism,none,0.999998346330361
disorders of hypoglossal nerve,none,0.9999979143112662
disorders of pyruvate metabolism and gluconeogenesis,none,0.9999969606842856
disorders of vagus nerve,none,0.99999901675686
diverticular disease of intestine part unspecified without perforation or abscess,none,0.9999949342305272
diverticular disease of small intestine with perforation and abscess,none,0.9999979439255177
double heterozygous sickling disorders,none,0.9999976014955849
double inlet ventricle,none,0.999999493571153
driver of all-terrain or other off-road motor vehicle injured in traffic accident,none,0.999996290259307
driver of special agricultural vehicle injured in nontraffic accident,none,0.9999970350932343
driver of special industrial vehicle injured in traffic accident,none,0.9999989871425625
drug-induced dystonia,none,0.999999493571153
drug-induced interstitial lung disorders unspecified,none,0.9770058673489213
drug-induced polyneuropathy,none,0.9999901957336031
duodenal ulcer acute with perforation,none,0.999999493571153
duodenal ulcer chronic or unspecified with haemorrhage,none,0.9999830139949589
duodenal ulcer chronic or unspecified with perforation,none,0.999999493571153
duplications with other complex rearrangements,none,0.9997305951388931
during endoscopic examination,none,0.9999995679801056
during kidney dialysis or other perfusion,none,0.9999996871837232
dysarthria and anarthria,none,0.9999964390767552
dyskinesia of oesophagus,none,0.9999653723089031
dysphasia and aphasia,none,0.9999967222777713
dystonia unspecified,none,0.9999989423479343
echinococcosis other and unspecified,none,0.9999888996870445
echinococcus multilocularis infection unspecified,none,0.9999351112655985
eclampsia unspecified as to time period,none,0.9999991807550489
ectodermal dysplasia anhidrotic,none,0.9999660875060663
ectopic kidney,none,0.9999985399427801
edwards syndrome unspecified,none,0.9999944870322304
ehlers-danlos syndrome,none,0.9999942486264195
embolism and thrombosis of iliac artery,none,0.9996544356173007
encephalopathy unspecified,none,0.999986783660898
end-stage renal disease - from 2008 classification,none,0.9999985551231056
endocardial fibroelastosis,none,0.9999989423479485
endometriosis unspecified,none,0.999996632688677
endomyocardial eosinophilic disease,none,0.9999979143112662
enterocolitis due to clostridium difficile,none,0.9999915517561848
enteropathy-type intestinal t-cell lymphoma,none,0.9999949790246917
enteroptosis,none,0.999999448776502
enterovirus infection unspecified site,none,0.9999961262616065
eosinophilia,none,0.9999996871837232
epidermolysis bullosa dystrophica,none,0.9998233709573857
epidermolysis bullosa unspecified,none,0.9999976759044109
epilepsy unspecified,none,0.9999676818962293
erythema annulare centrifugum,none,0.9999857708170031
essential thrombocytosis - from 2008 classification,none,0.9999926397606637
extranodal marginal zone b-cell lymphoma of mucosa-associated lymphoid tissue [malt-lyphoma],none,0.999473644706434
extrapyramidal and movement disorder unspecified,none,0.9999979439254608
extreme obesity with alveolar hypoventilation,none,0.9998440793350216
extremely low birth weight,none,0.9999989423479343
failure to introduce or to remove other tube or instrument,none,0.999999493571153
fatigue fracture of vertebra,none,0.9999992551639639
febrile convulsions,none,0.999999493571153
feeding disorder of infancy and childhood,none,0.9999965582799287
female genital tract fistula unspecified,none,0.9999991807550347
fetal alcohol syndrome dysmorphic,none,0.9999364816432068
fetus and newborn affected by breech delivery and extraction,none,0.999999493571153
fetus and newborn affected by multiple pregnancy,none,0.9999986591462752
fetus and newborn affected by placenta praevia,none,0.999997914311252
fibroblastic disorder unspecified,none,0.9999948150272345
first degree perineal laceration during delivery,none,0.9999952918396663
fistula of bile duct,none,0.9999998063873693
fistula of gallbladder,none,1.0
fistula of joint,none,1.0
flaccid tetraplegia,none,0.9999998063873693
folate deficiency anaemia unspecified,none,0.9999956494488621
follicular lymphoma grade iiib,none,0.9999950238193271
follicular lymphoma unspecified,none,0.9999970798876067
fragile x chromosome,none,1.0
gangrene and necrosis of lung,none,0.6791330038141651
gas gangrene,none,0.999999612774776
gastric ulcer acute without haemorrhage or perforation,none,0.9999759963035013
giardiasis [lambliasis],none,0.9999974822922302
glossitis,none,0.999999493571153
glossodynia,none,0.9999990615514773
glycogen storage disease,none,0.9999989423479343
gout due to impairment of renal function,none,0.9999983167161545
grand mal seizures unspecified with or without petit mal,none,0.9999907621320231
guillain-barre syndrome,none,0.9999974671118498
haemangioma any site,none,0.9999996871837232
haematemesis,none,0.999987379671267
haematometra,none,0.998480624155977
haemorrhage of anus and rectum,none,0.9999919541583423
haemorrhoids unspecified from 2014 onwards - previously in i84,none,0.9999723162652348
haemothorax,none,1.0
hallervorden-spatz disease,none,0.999994383009779
hallux valgus acquired,none,0.9999825220092511
hepatic failure unspecified,none,0.9999976311098983
hereditary ataxia unspecified,none,0.9999996871837232
hereditary lymphoedema,none,0.9999990615514915
hereditary nephropathy not elsewhere classified diffuse crescentic glomerulonephritis,none,0.9999949197964079
hereditary spastic paraplegia,none,0.9999992551639781
hereditary spherocytosis,none,0.9999978695166292
hidradenitis suppurativa,none,0.9999896149011913
hirschsprung disease,none,0.999982015587934
histiocytic and mast cell tumours of uncertain and unknown behaviour,none,0.9999795723346276
histoplasmosis unspecified,none,0.9999993743675443
hiv disease resulting in haematological and immunological abnormalities not elsewhere classified,none,0.9999889148673232
hiv disease resulting in kaposi sarcoma,none,0.9999742379057289
hiv disease resulting in multiple infections,none,0.9999991063461252
hiv disease resulting in other malignant neoplasms of lymphoid haematopoietic and related tissue,none,0.9999949645908276
hiv disease resulting in other types of non-hodgkin lymphoma,none,0.9999982719215704
hiv disease resulting in other viral infections,none,0.9999990615514915
hourglass stricture and stenosis of stomach,none,0.9999998063873693
hydrocele unspecified,none,0.9999928629858515
hyperglycaemia unspecified,none,0.9999988679390284
hyperimmunoglobulin e [ige] syndrome,none,0.9999928333717506
hyperkalaemia,none,0.9999986295319884
hyperostosis of skull,none,0.999999493571153
hypersensitivity angiitis,none,0.9990867784091172
hypertensive heart and renal disease unspecified,none,0.9999979887200443
hypertensive heart and renal disease with both congestive heart failure and renal failure,none,0.9999852795756426
hypertensive heart and renal disease with congestive heart failure,none,0.9999951878167191
hypertensive heart disease with congestive heart failure,none,0.9999973182943056
hyperuricaemia without signs of inflammatory arthritis and tophaceous disease,none,0.9999912541223392
hypomania,none,0.9999998063873693
hypoparathyroidism unspecified,none,0.999998510328511
hypospadias unspecified,none,0.9999979887200301
hypostatic pneumonia unspecified,none,0.9578699204850416
hypotension due to drugs,none,0.9999865900505845
hypotension unspecified,none,0.9999992551639781
hypothalamic dysfunction not elsewhere classified,none,0.9999476117345687
idiopathic acute pancreatitis,none,0.999997869516686
idiopathic hypotension,none,0.9999952470451893
idiopathic orofacial dystonia,none,0.9999970350931775
idiopathic thrombocytopenic purpura,none,0.9999978247221077
immobility syndrome paraplegic,none,0.9999991807550347
immunosuppressive agents,none,0.9999981527181214
incontinentia pigmenti,none,0.9999269460016954
infarction of spleen,none,0.9999995679801056
infective dermatitis,none,0.9999969902986366
infective pericarditis,none,0.9999983759447105
inflammatory disease of prostate unspecified,none,0.9999955302457826
inflammatory myopathy not elsewhere classified,none,0.999993578202904
inflammatory polyarthropathy,none,0.9999703787010522
influenza with other manifestations virus not identified,none,0.9999979887201154
influenza with pneumonia other influenza virus identified,none,0.9999899277139905
ingrowing nail,none,0.9999841612186584
insulin-dependent diabetes mellitus with coma,none,0.9999815091696869
interstitial cystitis chronic,none,0.9999991807550489
interstitial emphysema originating in the perinatal period,none,0.9999899277145731
interstitial pulmonary disease unspecified,none,0.9999916709588612
intervertebral disc disorder unspecified,none,0.9999953366339462
intestinal obstruction due to inspissated milk,none,0.9996873666461548
intracardiac thrombosis not elsewhere classified,none,0.9999844892100485
intracerebral haemorrhage in hemisphere subcortical,none,0.9999950686135809
intracerebral haemorrhage multiple localized,none,0.9998363729409423
intracranial abscess and granuloma,none,0.9999965582799429
intracranial nontraumatic haemorrhage of fetus and newborn unspecified,none,0.9999950238191566
intraductal carcinoma in situ,none,0.999982924408116
intraspinal abscess and granuloma,none,0.9999978695166718
intraventricular nontraumatic haemorrhage grade 3 of fetus and newborn,none,0.9999949942049207
iron deficiency anaemia secondary to blood loss chronic,none,0.9999977206990108
irradiation cystitis,none,0.9999944870324577
irritable bowel syndrome without diarrhoea,none,0.9999960518529385
ischiorectal abscess,none,0.9998491964492654
joint disorder unspecified,none,0.9999993743675585
juvenile arthritis with systemic onset,none,0.9999924309690831
juvenile dermatomyositis,none,0.9999979887201011
karyotype 47xxx,none,0.9999933397974378
keratitis unspecified,none,0.999999091165777
kernicterus unspecified,none,0.999999493571153
left bundle-branch block unspecified,none,0.9999992999586204
left sided colitis,none,0.893283954997006
left ventricular failure,none,0.996823627633573
legal execution,none,0.9999998063873693
leukaemia unspecified,none,0.9858483332223363
leukoplakia and other disturbances of oral epithelium including tongue,none,0.8175368240349596
lichen planus unspecified,none,0.9997558894228019
lipid storage disorder unspecified,none,0.9999963646679928
lipoprotein deficiency,none,0.9999927437832747
liver disease unspecified,none,1.0
local antifungal anti-infective and anti-inflammatory drugs not elsewhere classified,none,0.9999782763018091
local infection of skin and subcutaneous tissue unspecified,none,0.9999990615514773
localization-related focalpartial symptomatic epilepsy and epileptic syndromes with simple partial seizures,none,0.9993393619993073
localized swelling mass and lump neck,none,0.9999993743675585
locked-in syndrome from 2016,none,0.9999993743675585
lumbar and other intervertebral disc disorders with myelopathy,none,0.9999958134465272
lymphoid leukaemia unspecified,none,0.9999912837364645
macleod syndrome,none,0.9999985847373903
macrocephaly,none,0.9999996871837232
major histocompatibility complex class ii deficiency,none,0.9999988231444196
malignant mast cell tumour,none,0.9999989423479343
malignant neoplasm acoustic nerve,none,0.9999968862756408
malignant neoplasm anterior floor of mouth,oral cavity cancer,0.8806911357564468
malignant neoplasm anterior mediastinum,none,0.9999902109135037
malignant neoplasm anterior two-thirds of tongue part unspecified,oral cavity cancer,0.9667793366514313
malignant neoplasm anterior wall of bladder,bladder cancer,0.9980707874122983
malignant neoplasm ascending colon,colorectal cancer,0.9992839955520515
malignant neoplasm bladder neck,bladder cancer,0.9999768603231101
malignant neoplasm bones of skull and face,none,0.9999932205942925
malignant neoplasm border of tongue,oral cavity cancer,0.9932291888963296
malignant neoplasm broad ligament,none,0.9999939061976811
malignant neoplasm cerebellum,none,0.9999790803485527
malignant neoplasm cervical part of oesophagus,esophageal cancer,0.9999908517206341
malignant neoplasm clitoris,none,0.9999966478690021
malignant neoplasm conjunctiva,none,0.9999954558370595
malignant neoplasm connective and soft tissue of abdomen,none,0.9999988231444054
malignant neoplasm connective and soft tissue of trunk unspecified,none,0.9999970502734802
malignant neoplasm connective and soft tissue unspecified,none,0.9999975567010045
malignant neoplasm endocervix,none,0.999766719947341
malignant neoplasm endocrine pancreas,pancreatic cancer,0.7310568032015423
malignant neoplasm endometrium,none,0.999993354977656
malignant neoplasm external lower lip,none,0.8902280376009717
malignant neoplasm external upper lip,none,0.9964186883326429
malignant neoplasm extrahepatic bile duct,none,0.9999967670723428
malignant neoplasm female genital organ unspecified,none,0.99999764629021
malignant neoplasm frontal lobe,none,0.9999981527180504
malignant neoplasm gum unspecified,oral cavity cancer,0.9578979038770523
malignant neoplasm hepatoblastoma,none,0.9999964094625056
malignant neoplasm ileum,colorectal cancer,0.8175641489812807
malignant neoplasm ill-defined sites within the respiratory system,none,0.6746706277686482
malignant neoplasm intestinal tract part unspecified,none,0.6791518679722868
malignant neoplasm laryngeal cartilage,larynx cancer,0.5882469100043605
malignant neoplasm larynx unspecified,larynx cancer,0.9999149969660357
malignant neoplasm lesser curvature of stomach unspecified,stomach cancer,0.8519472768831255
malignant neoplasm lingual tonsil,oral cavity cancer,0.8237959022338156
malignant neoplasm male genital organ unspecified,none,0.995925267047947
malignant neoplasm malignant melanoma of ear and external auricular canal,none,0.999996215850698
malignant neoplasm malignant melanoma of eyelid including canthus,none,0.999997124682194
malignant neoplasm malignant melanoma of upper limb including shoulder,none,0.9999943086012691
malignant neoplasm meckel diverticulum,none,0.9997285542831448
malignant neoplasm mediastinum part unspecified,none,0.9999960070583849
malignant neoplasm middle third of oesophagus,esophageal cancer,0.9999175896168251
malignant neoplasm nasal cavity,none,0.9999968862756266
malignant neoplasm nasopharynx unspecified,none,0.999996364668007
malignant neoplasm of other and ill-defined sites abdomen,none,0.9999972734997663
malignant neoplasm of other and ill-defined sites other ill-defined sites,none,0.9999969310700916
malignant neoplasm overlapping lesion of brain and other parts of central nervous system,none,0.9999828355663007
malignant neoplasm overlapping lesion of female genital organs,none,0.9999946214155508
malignant neoplasm overlapping lesion of larynx,larynx cancer,0.9976733806479575
malignant neoplasm overlapping lesion of pancreas,pancreatic cancer,0.9992841594760203
malignant neoplasm overlapping lesion of skin,none,0.9999977206990108
malignant neoplasm overlapping lesion of tongue,oral cavity cancer,0.9914111910275177
malignant neoplasm pancreatic duct,pancreatic cancer,0.9999837292052656
malignant neoplasm parietal lobe,none,0.9999985847373761
malignant neoplasm pelvic bones sacrum and coccyx,none,0.9999974822922018
malignant neoplasm peripheral nerves and autonomic nervous system unspecified,none,0.9999942341924096
malignant neoplasm peripheral nerves of thorax,none,0.9999944574184081
malignant neoplasm peripheral nerves of upper limb including shoulder,none,0.9999920437470742
malignant neoplasm posterior wall of nasopharynx,none,0.9999970054788819
malignant neoplasm primary site unknown so stated,none,0.9999974078834755
malignant neoplasm skin of ear and external auricular canal,none,0.9999943981898426
malignant neoplasm skin of lip,none,0.9667319213959683
malignant neoplasm skin of upper limb including shoulder,none,0.9999934741804336
malignant neoplasm soft palate,none,0.9986693939219937
malignant neoplasm spermatic cord,none,0.9999989423479343
malignant neoplasm sphenoidal sinus,none,0.9999971694767835
malignant neoplasm sublingual gland,none,0.9999925053775811
malignant neoplasm tonsil unspecified,none,0.9994122879984629
malignant neoplasm upper gum,none,0.9999975119065256
malignant neoplasm upper lobe bronchus or lung,lung cancer,0.9997948717711591
malignant neoplasm upper respiratory tract part unspecified,none,0.999984757227152
malignant neoplasm upper third of oesophagus,esophageal cancer,0.8175623341375892
malignant neoplasm urachus,none,0.9999979591058484
malignant neoplasm uvula,none,0.9998663297330275
malignent histiocytosis - from 2008 classification,none,0.9293088884318627
malnutrition-related diabetes mellitus with ketoacidosis,none,0.9999988679390284
mandibulofacial dysostosis,none,0.9999984807142569
mania with psychotic symptoms,none,0.9999992103693378
mantle cell lymphoma,none,0.9999781563537523
mast cell leukaemia,none,0.9999822539911836
maternal care for intrauterine death,none,0.999999612774776
measles complicated by pneumonia,none,0.9999881692925447
meconium plug syndrome,none,0.9999987335551229
