cause_of_death,category,confidence
benign lipomatous neoplasm of intrathoracic organs,none,0.9999965286658178
benign neoplasm adrenal gland,none,0.9999969455039983
benign neoplasm appendix,none,0.9999893613158157
benign neoplasm bone and articular cartilage unspecified,none,0.9999968862756976
benign neoplasm caecum,none,0.99999901675686
benign neoplasm connective and other soft tissue of pelvis,none,0.9999921037214505
benign neoplasm extrahepatic bile ducts,none,0.9999808835480323
benign neoplasm lacrimal gland and duct,none,0.9999987039408907
benign neoplasm lower jaw bone,none,0.9999989423479343
benign neoplasm lymph nodes,none,0.999999493571153
benign neoplasm nasopharynx,none,0.9998609662980582
benign neoplasm parotid gland,none,0.9999992551639639
benign neoplasm penis,none,0.9999991807550489
benign neoplasm pituitary gland,none,0.9999993743675585
benign neoplasm spinal cord,none,0.9999998063873693
benign paroxysmal vertigo,none,0.9999981823323942
bilateral inguinal hernia with gangrene,none,0.9999965582799856
biliary cirrhosis unspecified,none,0.9999959174694257
biliary cyst,none,0.9999998063873693
bipolar affective disorder unspecified,none,0.9999996871837232
birth asphyxia unspecified,none,1.0
birth injury unspecified,none,0.9999996871837232
bronchopulmonary dysplasia originating in the perinatal period,none,0.9984904817314035
brucellosis unspecified,none,1.0
bullous pemphigoid,none,1.0
bursopathy unspecified,none,0.999999493571153
bus occupant [any] injured in other specified transport accidents,none,0.9999701410478181
bus occupant injured in collision with fixed or stationary object driver injured in traffic accident,none,0.9999845795439426
bus occupant injured in collision with fixed or stationary object passenger injured in traffic accident,none,0.9999870676054957
bus occupant injured in noncollision transport accident person injured while boarding or alighting,none,0.9999864268011313
bus occupant injured in noncollision transport accident person on outside of vehicle injured in nontraffic accident,none,0.9999941157358485
bus occupant injured in noncollision transport accident unspecified bus occupant injured in nontraffic accident,none,0.9999898092583089
byssinosis,none,0.730833856191547
calcium-channel blockers,none,0.9999520372284492
calculus of bile duct without cholangitis or cholecystitis,none,0.9999976014955991
candidal meningitis,none,0.9999998063873693
candidal stomatitis,none,0.999998510328511
candidiasis of vulva and vagina,none,0.9999987487355083
candidiasis unspecified,none,0.999999612774776
car occupant [any] injured in other specified transport accidents,none,0.9999937573805816
car occupant injured in collision with car pick-up truck or van driver injured in nontraffic accident,none,0.9999884388041355
car occupant injured in collision with car pick-up truck or van person on outside of vehicle injured in nontraffic accident,none,0.9999878731532345
car occupant injured in collision with car pick-up truck or van unspecified car occupant injured in nontraffic accident,none,0.999985026737951
car occupant injured in collision with car pick-up truck or van unspecified car occupant injured in traffic accident,none,0.9999835515224663
car occupant injured in collision with heavy transport vehicle or bus person injured while boarding or alighting,none,0.9999908676469487
car occupant injured in collision with heavy transport vehicle or bus unspecified car occupant injured in traffic accident,none,0.9999888708193498
car occupant injured in collision with pedestrian or animal person injured while boarding or alighting,none,0.999992685301344
car occupant injured in collision with railway train or railway vehicle driver injured in nontraffic accident,none,0.9999922084901693
car occupant injured in collision with railway train or railway vehicle passenger injured in traffic accident,none,0.9999919101103203
car occupant injured in noncollision transport accident passenger injured in nontraffic accident,none,0.9999891980658675
car occupant injured in noncollision transport accident passenger injured in traffic accident,none,0.99998580117748
car occupant injured in noncollision transport accident person on outside of vehicle injured in traffic accident,none,0.9999810034959331
carbonic-anhydrase inhibitors,none,0.9999941446036804
carcinoma in situ bronchus and lung,lung cancer,0.7765146464674569
carcinoma in situ colon,colorectal cancer,0.9875094669272372
carcinoma in situ other and unspecified parts of intestine,colorectal cancer,0.5311203515746113
carcinoma in situ other and unspecified urinary organs,none,0.8662010900215193
carcinoma in situ prostate,prostate cancer,0.9578847546481593
carcinoma in situ skin of scalp and neck,none,0.9999741786787874
carcinoma in situ stomach,stomach cancer,0.9994207318556225
cardiac arrhythmia unspecified,none,0.9398445669403686
cardiac catheterization,none,0.9999809131612678
cardiomyopathy in the puerperium,none,0.9999965734603522
cardiovascular disease unspecified,none,0.8518898459116162
cataract unspecified,none,0.9999988975533223
catatonic schizophrenia,none,0.9999998063873693
cefalosporins and other beta-lactam antibiotics,none,0.999993936558263
cellulitis of external ear,none,0.9999984207392991
cellulitis of other sites,none,0.9999961558758618
cellulitis of trunk,none,0.9999992999586204
cellulitis unspecified,none,0.9999993743675585
centrilobular emphysema,pulmonary disease,0.9996817616560222
cerebral aneurysm nonruptured,none,0.9875557337578447
cerebral arteritis not elsewhere classified,none,0.9995478131379109
cerebral infarction due to embolism of precerebral arteries,cerebrovascular disease,0.7056789303683365
cervical disc disorder unspecified,none,0.9999984359196371
cervical root disorders not elsewhere classified,none,0.9999939957864317
cervicofacial actinomycosis,none,0.9999983615107689
chagas disease chronic with digestive system involvement,none,0.9999886172344614
chronic gastritis unspecified,none,0.9999294194880836
chronic hepatic failure,none,0.9999970798876635
chronic inflammatory disease of uterus,none,0.9999943981899279
chronic kidney disease stage 1,none,0.998231639206266
chronic kidney disease stage 2,none,0.9999501748569584
chronic kidney disease unspecified,none,0.9998615030128573
chronic lymphocytic leukaemia of b-cell type,none,0.997789539355138
chronic meningitis,none,0.9999979143112235
chronic myelomonocytic leukaemia,none,0.9913916263947943
chronic obstructive pulmonary disease with acute exacerbation unspecified,pulmonary disease,0.9999687258274098
chronic obstructive pyelonephritis,none,0.9999219253949515
chronic respiratory failure,pulmonary disease,0.8670015107825569
chronic ulcer of skin not elsewhere classified,none,0.9999657450854081
chylous effusion,none,0.9999774115340003
coagulation defect unspecified,none,1.0
coeliac disease,none,0.9999991807550347
complete uterovaginal prolapse,none,0.999996499051594
complication of labour and delivery unspecified,none,0.9999654178485264
compression of vein,none,0.9999972438855063
congenital absence atresia and stenosis of anus without fistula,none,0.9999751026705801
congenital absence atresia and stenosis of small intestine part unspecified,none,0.9999812563324085
congenital adrenogenital disorders associated with enzyme deficiency,none,0.999986724433398
congenital bronchomalacia,none,0.9989626651875508
congenital diaphragmatic hernia,none,0.9999935485891087
congenital herpesviral [herpes simplex] infection,none,0.9999857412030411
congenital malformation of lung unspecified,none,0.9994300843236682
congenital malformation of respiratory system unspecified,none,0.9999861732168058
congenital malformation of skull and face bones unspecified,none,0.9999929677550193
congenital malformation of stomach unspecified,none,0.9999920885411945
congenital malformation of tricuspid valve unspecified,none,0.999987052425373
congenital malformation syndromes predominantly involving limbs,none,0.999991998952629
congenital mitral insufficiency,none,0.9999971542964363
congenital pneumonia due to other organisms,none,0.9993668988576088
congenital pneumonia due to pseudomonas,none,0.9999969310701484
congenital pulmonary valve insufficiency,none,0.9999958878552201
congenital renal failure,none,0.9999983463303894
congenital subglottic stenosis,none,0.9999984655339182
congenital syphilis unspecified,none,0.999999612774776
congestive heart failure,none,0.851888094501535
constitutional aplastic anaemia,none,0.9990873291540067
cor triatriatum,none,0.9999956790630465
corpus luteum cyst,none,0.9999998063873693
cranial nerve disorder unspecified,none,1.0
crohn disease of large intestine,none,0.9999900469170416
crohn disease unspecified,none,0.9999991807550489
cutaneous abscess furuncle and carbuncle of limb,none,0.9999982871019062
cystic disease of liver,none,0.9999990615514915
cystic fibrosis with pulmonary manifestations,none,0.9914149590346677
cystitis unspecified,none,0.9999996871837232
decubitus ulcer and pressure area unspecified from 2014 onwards,none,0.9999885276461643
deletion from autosomes unspecified,none,0.9999987335551229
deletion of short arm of chromosome 4,none,0.9999983911250193
deletion of short arm of chromosome 5,none,0.9999995679801056
delirium superimposed on dementia,none,0.9999998063873693
delirium unspecified,none,0.9999998063873693
delusional disorder,none,0.9999979439255177
dermatitis unspecified,none,0.9999998063873693
developmental disorder of speech and language unspecified,none,0.9999984807142427
diabetes mellitus in pregnancy pre-existing diabetes mellitus insulin-dependent,none,0.9999952622253512
discitis unspecified,none,0.9999983015357898
disease of pulmonary vessels unspecified,none,0.7772630577878776
diseases of mediastinum not elsewhere classified,none,0.9999804963304523
diseases of the circulatory system complicating pregnancy childbirth and the puerperium,none,0.9999652090615212
disorder of bone unspecified,none,0.9999956790630465
disorder of brain unspecified,none,0.9999992551639781
disorder of glycoprotein metabolism unspecified,none,0.9999992551639781
disorder of kidney and ureter unspecified,none,0.9999698274942517
disorder of mineral metabolism unspecified,none,0.9999958430608017
disorder of skin and subcutaneous tissue unspecified,none,0.9999980335146867
disorder of teeth and supporting structures unspecified,none,0.9999991063461252
disorder of thyroid unspecified,none,0.9999971839107363
disorder of trigeminal nerve unspecified,none,0.9999945318267158
disorders of calcium metabolism,none,0.9999981823323942
disorders of fatty-acid metabolism,none,0.999999493571153
disorders of hypoglossal nerve,none,0.9999981975127143
disorders of pyruvate metabolism and gluconeogenesis,none,0.9999981975127001
disorders of vagus nerve,none,0.9999987039408765
diverticular disease of intestine part unspecified without perforation or abscess,none,0.9999919845187796
diverticular disease of small intestine with perforation and abscess,none,0.9999962310309172
double heterozygous sickling disorders,none,0.9999977206990392
double inlet ventricle,none,0.999999448776502
driver of all-terrain or other off-road motor vehicle injured in traffic accident,none,0.9999909268752056
driver of special agricultural vehicle injured in nontraffic accident,none,0.9999944429842815
driver of special industrial vehicle injured in traffic accident,none,0.9999970654537548
drug-induced dystonia,none,0.9999880652704949
drug-induced interstitial lung disorders unspecified,none,0.8173836350859278
drug-induced polyneuropathy,none,0.9999954854511955
duodenal ulcer acute with perforation,none,0.9999971990909703
duodenal ulcer chronic or unspecified with haemorrhage,none,0.9999949494104854
duodenal ulcer chronic or unspecified with perforation,none,0.9999851003998534
duplications with other complex rearrangements,none,0.9999931165721151
during endoscopic examination,none,0.9999974374976693
during kidney dialysis or other perfusion,none,0.9999966926635419
dysarthria and anarthria,none,0.9999970502734518
dyskinesia of oesophagus,none,0.9998458333284885
dysphasia and aphasia,none,0.9999808683676197
dystonia unspecified,none,1.0
echinococcosis other and unspecified,none,0.9999969014558844
echinococcus multilocularis infection unspecified,none,0.9999976014956418
eclampsia unspecified as to time period,none,0.9999971694767835
ectodermal dysplasia anhidrotic,none,0.9999946958242545
ectopic kidney,none,0.9999998063873693
edwards syndrome unspecified,none,0.9999990615514773
ehlers-danlos syndrome,none,0.9999991807550347
embolism and thrombosis of iliac artery,none,0.9999909557431443
encephalopathy unspecified,none,0.9999998063873693
end-stage renal disease - from 2008 classification,none,0.9998901905909742
endocardial fibroelastosis,none,0.9999961710562081
endometriosis unspecified,none,0.9999950830474892
endomyocardial eosinophilic disease,none,0.9999404599174299
enterocolitis due to clostridium difficile,none,0.9999980934895929
enteropathy-type intestinal t-cell lymphoma,none,0.9999563731579629
enteroptosis,none,0.999989570107196
enterovirus infection unspecified site,none,0.9999978399024225
eosinophilia,none,0.9999998063873693
epidermolysis bullosa dystrophica,none,0.9999932653889914
epidermolysis bullosa unspecified,none,0.9999940550148881
epilepsy unspecified,none,0.999996901455927
erythema annulare centrifugum,none,0.9999972142713324
essential thrombocytosis - from 2008 classification,none,0.9999747450690588
extranodal marginal zone b-cell lymphoma of mucosa-associated lymphoid tissue [malt-lyphoma],none,0.991555133065399
extrapyramidal and movement disorder unspecified,none,0.9999299410638958
extreme obesity with alveolar hypoventilation,none,0.8518803268141494
extremely low birth weight,none,0.9999991063461252
failure to introduce or to remove other tube or instrument,none,0.9999822843524347
fatigue fracture of vertebra,none,0.999990568521181
febrile convulsions,none,0.9999998063873693
feeding disorder of infancy and childhood,none,0.9999973182943056
female genital tract fistula unspecified,none,0.9999996871837232
fetal alcohol syndrome dysmorphic,none,0.9999993743675443
fetus and newborn affected by breech delivery and extraction,none,0.9999973630888895
fetus and newborn affected by multiple pregnancy,none,0.9999966030744503
fetus and newborn affected by placenta praevia,none,0.9999894509048411
fibroblastic disorder unspecified,none,1.0
first degree perineal laceration during delivery,none,0.9999975567010756
fistula of bile duct,none,0.9999998063873693
fistula of gallbladder,none,0.9999983463303752
fistula of joint,none,0.9999991063461252
flaccid tetraplegia,none,0.9999990167568458
folate deficiency anaemia unspecified,none,0.9999990615514773
follicular lymphoma grade iiib,none,0.9999926693748868
follicular lymphoma unspecified,none,0.9999942638066942
fragile x chromosome,none,0.999999493571153
gangrene and necrosis of lung,none,0.976908035302049
gas gangrene,none,0.9999989423479485
gastric ulcer acute without haemorrhage or perforation,none,0.9995582088172289
giardiasis [lambliasis],none,0.9999989423479343
glossitis,none,0.9999936078174534
glossodynia,none,0.9999992103693378
glycogen storage disease,none,0.9999998063873693
gout due to impairment of renal function,none,0.9999962454648564
grand mal seizures unspecified with or without petit mal,none,0.9999943533954909
guillain-barre syndrome,none,0.9999988975533223
haemangioma any site,none,0.9999992551639781
haematemesis,none,0.9999957238577133
haematometra,none,0.9999983015357898
haemorrhage of anus and rectum,none,0.999997556701104
haemorrhoids unspecified from 2014 onwards - previously in i84,none,0.9999735386290024
haemothorax,none,0.9999984207393133
hallervorden-spatz disease,none,0.9999967670723428
hallux valgus acquired,none,0.9999998063873693
hepatic failure unspecified,none,0.9999934590000856
hereditary ataxia unspecified,none,0.9999998063873693
hereditary lymphoedema,none,0.9999994191622202
hereditary nephropathy not elsewhere classified diffuse crescentic glomerulonephritis,none,0.9999694706407776
hereditary spastic paraplegia,none,0.9999985103284967
hereditary spherocytosis,none,0.99999503825305
hidradenitis suppurativa,none,0.9999890485029805
hirschsprung disease,none,0.9999985103284967
histiocytic and mast cell tumours of uncertain and unknown behaviour,none,0.9999801091128943
histoplasmosis unspecified,none,0.9999984951481292
hiv disease resulting in haematological and immunological abnormalities not elsewhere classified,none,0.9999765034667283
hiv disease resulting in kaposi sarcoma,none,0.9999941893980511
hiv disease resulting in multiple infections,none,0.9999959326497684
hiv disease resulting in other malignant neoplasms of lymphoid haematopoietic and related tissue,none,0.9999863675731693
hiv disease resulting in other types of non-hodgkin lymphoma,none,0.9999938765835493
hiv disease resulting in other viral infections,none,0.9999945918015115
hourglass stricture and stenosis of stomach,none,0.9999977654935986
hydrocele unspecified,none,0.999998137537802
hyperglycaemia unspecified,none,0.9999986591462752
hyperimmunoglobulin e [ige] syndrome,none,0.9999923565608179
hyperkalaemia,none,0.9999966326888475
hyperostosis of skull,none,0.9999927437833316
hypersensitivity angiitis,none,0.999991670958378
hypertensive heart and renal disease unspecified,none,0.6224397228184171
hypertensive heart and renal disease with both congestive heart failure and renal failure,none,0.7769796269436904
hypertensive heart and renal disease with congestive heart failure,none,0.9875199166064396
hypertensive heart disease with congestive heart failure,none,0.8807802218883786
hyperuricaemia without signs of inflammatory arthritis and tophaceous disease,none,0.9999820907424809
hypomania,none,0.9999981823323942
hypoparathyroidism unspecified,none,0.9999986591462752
hypospadias unspecified,none,0.9999769795237509
hypostatic pneumonia unspecified,none,0.932380398964976
hypotension due to drugs,none,0.9999967222777144
hypotension unspecified,none,0.9999993743675585
hypothalamic dysfunction not elsewhere classified,none,0.9999975270867646
idiopathic acute pancreatitis,none,0.9462007296736672
idiopathic hypotension,none,0.9999979591057774
idiopathic orofacial dystonia,none,0.9999972886800869
idiopathic thrombocytopenic purpura,none,0.9999981527181214
immobility syndrome paraplegic,none,0.9999702443208331
immunosuppressive agents,none,0.9999733738900345
incontinentia pigmenti,none,0.999995604654554
infarction of spleen,none,0.999998152718093
infective dermatitis,none,0.9999971246822367
infective pericarditis,none,0.9998488540789642
inflammatory disease of prostate unspecified,none,0.9578373121024809
inflammatory myopathy not elsewhere classified,none,0.9999870372451083
inflammatory polyarthropathy,none,0.9995673834990219
influenza with other manifestations virus not identified,none,0.9999957390378967
influenza with pneumonia other influenza virus identified,none,0.9996987395945042
ingrowing nail,none,0.9999946062354128
insulin-dependent diabetes mellitus with coma,none,0.9999928933465437
interstitial cystitis chronic,none,0.9997127826687983
interstitial emphysema originating in the perinatal period,none,0.9940693908375074
interstitial pulmonary disease unspecified,pulmonary disease,0.5311616814928776
intervertebral disc disorder unspecified,none,0.9999934741807178
intestinal obstruction due to inspissated milk,none,0.9999967078439104
intracardiac thrombosis not elsewhere classified,none,0.9705578891103871
intracerebral haemorrhage in hemisphere subcortical,cerebrovascular disease,0.5311127536733092
intracerebral haemorrhage multiple localized,cerebrovascular disease,0.9996167364364096
intracranial abscess and granuloma,none,0.9999962006701947
intracranial nontraumatic haemorrhage of fetus and newborn unspecified,none,0.9990785169048118
intraductal carcinoma in situ,none,0.9922864913722791
intraspinal abscess and granuloma,none,0.99999795910582
intraventricular nontraumatic haemorrhage grade 3 of fetus and newborn,none,0.999987067605581
iron deficiency anaemia secondary to blood loss chronic,none,0.9999952174307761
irradiation cystitis,none,0.9990867040625047
irritable bowel syndrome without diarrhoea,none,0.9999979143111809
ischiorectal abscess,none,0.9999931013918436
joint disorder unspecified,none,0.9999993295729128
juvenile arthritis with systemic onset,none,0.9999989423479485
juvenile dermatomyositis,none,0.9999991807550347
karyotype 47xxx,none,0.9999534972189091
keratitis unspecified,none,1.0
kernicterus unspecified,none,1.0
left bundle-branch block unspecified,none,0.8657781260660998
left sided colitis,none,0.9994070611013038
left ventricular failure,ischaemic heart disease,0.704360822024499
legal execution,none,0.9999992103693378
leukaemia unspecified,none,0.7309173349276679
leukoplakia and other disturbances of oral epithelium including tongue,oral cavity cancer,0.9902498995690896
lichen planus unspecified,none,0.9999968862755697
lipid storage disorder unspecified,none,0.999999493571153
lipoprotein deficiency,none,0.9999976311098983
liver disease unspecified,none,0.9999979439254608
local antifungal anti-infective and anti-inflammatory drugs not elsewhere classified,none,0.9999735682429725
local infection of skin and subcutaneous tissue unspecified,none,0.9999972886800869
localization-related focalpartial symptomatic epilepsy and epileptic syndromes with simple partial seizures,none,0.9999546755125375
localized swelling mass and lump neck,none,0.9999946510298326
locked-in syndrome from 2016,none,0.9986670281782464
lumbar and other intervertebral disc disorders with myelopathy,none,0.9999914629138305
lymphoid leukaemia unspecified,none,0.9840611097994854
macleod syndrome,pulmonary disease,0.7307931180792202
macrocephaly,none,0.9999946806438453
major histocompatibility complex class ii deficiency,none,0.9999990615514631
malignant mast cell tumour,none,0.9999915517558864
malignant neoplasm acoustic nerve,none,0.9999933101831521
malignant neoplasm anterior floor of mouth,oral cavity cancer,0.9998560796362218
malignant neoplasm anterior mediastinum,none,0.999699752147805
malignant neoplasm anterior two-thirds of tongue part unspecified,oral cavity cancer,0.9998650786313594
malignant neoplasm anterior wall of bladder,bladder cancer,0.9999394615507178
malignant neoplasm ascending colon,colorectal cancer,0.9999376288143181
malignant neoplasm bladder neck,bladder cancer,0.9999534076317121
malignant neoplasm bones of skull and face,none,0.9999941446036946
malignant neoplasm border of tongue,oral cavity cancer,0.9999615131393083
malignant neoplasm broad ligament,none,0.999984876429544
malignant neoplasm cerebellum,none,0.9999990167568458
malignant neoplasm cervical part of oesophagus,esophageal cancer,0.9998591488782959
malignant neoplasm clitoris,none,0.9999977503132139
malignant neoplasm conjunctiva,none,0.9999987783497418
malignant neoplasm connective and soft tissue of abdomen,none,0.9999944429843242
malignant neoplasm connective and soft tissue of trunk unspecified,none,0.9999890788638413
malignant neoplasm connective and soft tissue unspecified,none,0.9999951134080926
malignant neoplasm endocervix,none,0.9999897044895574
malignant neoplasm endocrine pancreas,pancreatic cancer,0.9398696254035301
malignant neoplasm endometrium,none,0.99999764629021
malignant neoplasm external lower lip,oral cavity cancer,0.9924079623859643
malignant neoplasm external upper lip,oral cavity cancer,0.9999501148826241
malignant neoplasm extrahepatic bile duct,none,0.9924079774153818
malignant neoplasm female genital organ unspecified,none,0.9999959326497115
malignant neoplasm frontal lobe,none,0.99999807830926
malignant neoplasm gum unspecified,oral cavity cancer,0.9998172292630896
malignant neoplasm hepatoblastoma,none,0.9999898388721499
malignant neoplasm ileum,colorectal cancer,0.8174542567475039
malignant neoplasm ill-defined sites within the respiratory system,lung cancer,0.6279405504775293
malignant neoplasm intestinal tract part unspecified,colorectal cancer,0.9148045066665957
malignant neoplasm laryngeal cartilage,larynx cancer,0.9996622526831036
malignant neoplasm larynx unspecified,larynx cancer,0.9999905540874231
malignant neoplasm lesser curvature of stomach unspecified,stomach cancer,0.9999773971003045
malignant neoplasm lingual tonsil,oral cavity cancer,0.8646356369608806
malignant neoplasm male genital organ unspecified,none,0.9465701034502542
malignant neoplasm malignant melanoma of ear and external auricular canal,none,0.9999871123998478
malignant neoplasm malignant melanoma of eyelid including canthus,none,0.999988140425198
malignant neoplasm malignant melanoma of upper limb including shoulder,none,0.9999920892875427
malignant neoplasm meckel diverticulum,none,0.9769433669362959
malignant neoplasm mediastinum part unspecified,none,0.9997641132551015
malignant neoplasm middle third of oesophagus,esophageal cancer,0.9999513372226917
malignant neoplasm nasal cavity,none,0.999677918735627
malignant neoplasm nasopharynx unspecified,none,0.9995824493484274
malignant neoplasm of other and ill-defined sites abdomen,none,0.9998505386032375
malignant neoplasm of other and ill-defined sites other ill-defined sites,none,0.9999742690124606
malignant neoplasm overlapping lesion of brain and other parts of central nervous system,none,0.9999799306837455
malignant neoplasm overlapping lesion of female genital organs,none,0.9999826571366653
malignant neoplasm overlapping lesion of larynx,larynx cancer,0.99991061717523
malignant neoplasm overlapping lesion of pancreas,pancreatic cancer,0.9999163832452987
malignant neoplasm overlapping lesion of skin,none,0.999972152271281
malignant neoplasm overlapping lesion of tongue,oral cavity cancer,0.9999845939779979
malignant neoplasm pancreatic duct,pancreatic cancer,0.9999770394983322
malignant neoplasm parietal lobe,none,0.9999969910449885
malignant neoplasm pelvic bones sacrum and coccyx,none,0.9999775018676104
malignant neoplasm peripheral nerves and autonomic nervous system unspecified,none,0.9998511271969699
malignant neoplasm peripheral nerves of thorax,none,0.9997801536252017
malignant neoplasm peripheral nerves of upper limb including shoulder,none,0.9999943837559584
malignant neoplasm posterior wall of nasopharynx,none,0.9999647474437999
malignant neoplasm primary site unknown so stated,none,0.9999436045682324
malignant neoplasm skin of ear and external auricular canal,none,0.9999885428261674
malignant neoplasm skin of lip,oral cavity cancer,0.946540268550897
malignant neoplasm skin of upper limb including shoulder,none,0.9999892724740681
malignant neoplasm soft palate,oral cavity cancer,0.7772100717838945
malignant neoplasm spermatic cord,none,0.9999665346900287
malignant neoplasm sphenoidal sinus,none,0.9998097988923789
malignant neoplasm sublingual gland,none,0.7057518160697479
malignant neoplasm tonsil unspecified,oral cavity cancer,0.8805104854284987
malignant neoplasm upper gum,oral cavity cancer,0.9997370002884236
malignant neoplasm upper lobe bronchus or lung,lung cancer,0.999993697406035
malignant neoplasm upper respiratory tract part unspecified,none,0.9424039378721406
malignant neoplasm upper third of oesophagus,esophageal cancer,0.9997908940930249
malignant neoplasm urachus,none,0.9999637331279506
malignant neoplasm uvula,oral cavity cancer,0.7057376925432263
malignent histiocytosis - from 2008 classification,none,0.9991754035085092
malnutrition-related diabetes mellitus with ketoacidosis,none,0.9999963054396411
